sale_date,store,sales
2025-04-23,NORTH-END,1502.52
2025-04-23,QUINPOOL,1694.85
2025-04-23,SPRING-GARDEN,2030.51
2025-04-24,BEDFORD,2216.51
2025-04-24,CLAYTON-PARK,1327.39
2025-04-24,NORTH-END,1664.83
2025-04-24,QUINPOOL,1797.84
2025-04-24,SPRING-GARDEN,2363.93
2025-04-25,BEDFORD,2878.30
2025-04-25,CLAYTON-PARK,1839.82
2025-04-25,NORTH-END,2355.11
2025-04-25,QUINPOOL,2718.59
2025-04-25,SPRING-GARDEN,3197.29
2025-04-26,BEDFORD,4100.91
2025-04-26,CLAYTON-PARK,2331.39
2025-04-26,NORTH-END,3007.44
2025-04-26,QUINPOOL,3228.58
2025-04-26,SPRING-GARDEN,4385.27
2025-04-27,BEDFORD,2150.68
2025-04-27,CLAYTON-PARK,1393.49
2025-04-27,NORTH-END,1539.37
2025-04-27,QUINPOOL,1818.28
2025-04-27,SPRING-GARDEN,2338.33
2025-04-28,BEDFORD,1714.85
2025-04-28,CLAYTON-PARK,1057.60
2025-04-28,NORTH-END,1275.41
2025-04-28,QUINPOOL,1425.03
2025-04-28,SPRING-GARDEN,1744.08
2025-04-29,BEDFORD,1716.40
2025-04-29,CLAYTON-PARK,1172.98
2025-04-29,NORTH-END,1368.64
2025-04-29,QUINPOOL,1538.70
2025-04-29,SPRING-GARDEN,1963.40
2025-04-30,BEDFORD,1877.98
2025-04-30,CLAYTON-PARK,1227.33
2025-04-30,NORTH-END,1428.20
2025-04-30,QUINPOOL,1784.41
2025-04-30,SPRING-GARDEN,2218.41
2025-05-01,BEDFORD,2110.25
2025-05-01,CLAYTON-PARK,1310.92
2025-05-01,NORTH-END,1641.96
2025-05-01,QUINPOOL,1788.57
2025-05-01,SPRING-GARDEN,2422.50
2025-05-02,BEDFORD,3111.08
2025-05-02,CLAYTON-PARK,1816.53
2025-05-02,NORTH-END,2246.34
2025-05-02,QUINPOOL,2624.92
2025-05-02,SPRING-GARDEN,3451.75
2025-05-03,BEDFORD,3663.30
2025-05-03,CLAYTON-PARK,2560.83
2025-05-03,NORTH-END,2910.00
2025-05-03,QUINPOOL,3350.93
2025-05-03,SPRING-GARDEN,4206.75
2025-05-04,BEDFORD,2261.64
2025-05-04,CLAYTON-PARK,1411.95
2025-05-04,NORTH-END,1630.02
2025-05-04,QUINPOOL,1897.07
2025-05-04,SPRING-GARDEN,2451.21
2025-05-05,BEDFORD,1717.95
2025-05-05,CLAYTON-PARK,1116.44
2025-05-05,NORTH-END,1279.58
2025-05-05,QUINPOOL,1490.15
2025-05-05,SPRING-GARDEN,1926.12
2025-05-06,BEDFORD,1795.11
2025-05-06,CLAYTON-PARK,1099.68
2025-05-06,NORTH-END,1260.62
2025-05-06,QUINPOOL,1635.29
2025-05-06,SPRING-GARDEN,2087.56
2025-05-07,BEDFORD,1833.70
2025-05-07,CLAYTON-PARK,1175.92
2025-05-07,NORTH-END,1444.89
2025-05-07,QUINPOOL,1693.97
2025-05-07,SPRING-GARDEN,2138.20
2025-05-08,BEDFORD,2185.86
2025-05-08,CLAYTON-PARK,1322.93
2025-05-08,NORTH-END,1631.38
2025-05-08,QUINPOOL,1822.41
2025-05-08,SPRING-GARDEN,2506.47
2025-05-09,BEDFORD,3155.33
2025-05-09,CLAYTON-PARK,1905.49
2025-05-09,NORTH-END,2115.37
2025-05-09,QUINPOOL,2764.56
2025-05-09,SPRING-GARDEN,3229.45
2025-05-10,BEDFORD,3913.07
2025-05-10,CLAYTON-PARK,2400.76
2025-05-10,NORTH-END,2818.14
2025-05-10,QUINPOOL,3376.27
2025-05-10,SPRING-GARDEN,4097.02
2025-05-11,BEDFORD,2253.85
2025-05-11,CLAYTON-PARK,1326.73
2025-05-11,NORTH-END,1579.49
2025-05-11,QUINPOOL,1826.51
2025-05-11,SPRING-GARDEN,2253.50
2025-05-12,BEDFORD,1791.09
2025-05-12,CLAYTON-PARK,1042.18
2025-05-12,NORTH-END,1241.93
2025-05-12,QUINPOOL,1451.96
2025-05-12,SPRING-GARDEN,1873.51
2025-05-13,BEDFORD,1723.28
2025-05-13,CLAYTON-PARK,1147.00
2025-05-13,NORTH-END,1306.99
2025-05-13,QUINPOOL,1618.58
2025-05-13,SPRING-GARDEN,2057.32
2025-05-14,BEDFORD,1945.16
2025-05-14,CLAYTON-PARK,1199.92
2025-05-14,NORTH-END,1358.41
2025-05-14,QUINPOOL,1695.53
2025-05-14,SPRING-GARDEN,2083.19
2025-05-15,BEDFORD,2082.67
2025-05-15,CLAYTON-PARK,1423.71
2025-05-15,NORTH-END,1511.59
2025-05-15,QUINPOOL,1936.86
2025-05-15,SPRING-GARDEN,2415.82
2025-05-16,BEDFORD,2950.96
2025-05-16,CLAYTON-PARK,1969.35
2025-05-16,NORTH-END,2241.40
2025-05-16,QUINPOOL,2681.52
2025-05-16,SPRING-GARDEN,3177.77
2025-05-17,BEDFORD,4064.82
2025-05-17,CLAYTON-PARK,2537.16
2025-05-17,NORTH-END,2775.55
2025-05-17,QUINPOOL,3210.90
2025-05-17,SPRING-GARDEN,3973.64
2025-05-18,BEDFORD,2116.37
2025-05-18,CLAYTON-PARK,1394.55
2025-05-18,NORTH-END,1595.38
2025-05-18,QUINPOOL,1969.57
2025-05-18,SPRING-GARDEN,2472.60
2025-05-19,BEDFORD,1795.62
2025-05-19,CLAYTON-PARK,1095.26
2025-05-19,NORTH-END,1262.71
2025-05-19,QUINPOOL,1463.65
2025-05-19,SPRING-GARDEN,1910.78
2025-05-20,BEDFORD,1778.32
2025-05-20,CLAYTON-PARK,1131.89
2025-05-20,NORTH-END,1312.91
2025-05-20,QUINPOOL,1559.38
2025-05-20,SPRING-GARDEN,1913.24
2025-05-21,BEDFORD,1848.75
2025-05-21,CLAYTON-PARK,1204.56
2025-05-21,NORTH-END,1346.32
2025-05-21,QUINPOOL,1671.53
2025-05-21,SPRING-GARDEN,1983.19
2025-05-22,BEDFORD,2095.39
2025-05-22,CLAYTON-PARK,1378.49
2025-05-22,NORTH-END,1517.94
2025-05-22,QUINPOOL,1931.80
2025-05-22,SPRING-GARDEN,2249.88
2025-05-23,BEDFORD,3184.41
2025-05-23,CLAYTON-PARK,1950.29
2025-05-23,NORTH-END,2210.29
2025-05-23,QUINPOOL,2743.40
2025-05-23,SPRING-GARDEN,3436.56
2025-05-24,BEDFORD,4041.03
2025-05-24,CLAYTON-PARK,2366.24
2025-05-24,NORTH-END,2852.09
2025-05-24,QUINPOOL,3452.50
2025-05-24,SPRING-GARDEN,4018.00
2025-05-25,BEDFORD,2280.75
2025-05-25,CLAYTON-PARK,1368.65
2025-05-25,NORTH-END,1627.55
2025-05-25,QUINPOOL,1829.07
2025-05-25,SPRING-GARDEN,2510.56
2025-05-26,BEDFORD,1682.21
2025-05-26,CLAYTON-PARK,1068.48
2025-05-26,NORTH-END,1320.16
2025-05-26,QUINPOOL,1447.36
2025-05-26,SPRING-GARDEN,1824.61
2025-05-27,BEDFORD,1873.26
2025-05-27,CLAYTON-PARK,1200.69
2025-05-27,NORTH-END,1405.40
2025-05-27,QUINPOOL,1598.23
2025-05-27,SPRING-GARDEN,1914.87
2025-05-28,BEDFORD,1909.77
2025-05-28,CLAYTON-PARK,1226.95
2025-05-28,NORTH-END,1434.02
2025-05-28,QUINPOOL,1760.71
2025-05-28,SPRING-GARDEN,2013.81
2025-05-29,BEDFORD,2199.41
2025-05-29,CLAYTON-PARK,1386.79
2025-05-29,NORTH-END,1512.06
2025-05-29,QUINPOOL,1862.26
2025-05-29,SPRING-GARDEN,2403.12
2025-05-30,BEDFORD,3049.58
2025-05-30,CLAYTON-PARK,1982.38
2025-05-30,NORTH-END,2103.35
2025-05-30,QUINPOOL,2580.90
2025-05-30,SPRING-GARDEN,3233.15
2025-05-31,BEDFORD,3961.71
2025-05-31,CLAYTON-PARK,2345.70
2025-05-31,NORTH-END,2815.82
2025-05-31,QUINPOOL,3242.30
2025-05-31,SPRING-GARDEN,4331.06
2025-06-01,BEDFORD,2229.83
2025-06-01,CLAYTON-PARK,1346.70
2025-06-01,NORTH-END,1513.62
2025-06-01,QUINPOOL,1902.68
2025-06-01,SPRING-GARDEN,2428.30
2025-06-02,BEDFORD,1692.26
2025-06-02,CLAYTON-PARK,1026.79
2025-06-02,NORTH-END,1298.50
2025-06-02,QUINPOOL,1475.57
2025-06-02,SPRING-GARDEN,1807.31
2025-06-03,BEDFORD,1810.59
2025-06-03,CLAYTON-PARK,1216.09
2025-06-03,NORTH-END,1284.94
2025-06-03,QUINPOOL,1498.86
2025-06-03,SPRING-GARDEN,2089.36
2025-06-04,BEDFORD,2007.23
2025-06-04,CLAYTON-PARK,1261.97
2025-06-04,NORTH-END,1466.23
2025-06-04,QUINPOOL,1673.56
2025-06-04,SPRING-GARDEN,2144.60
2025-06-05,BEDFORD,2248.34
2025-06-05,CLAYTON-PARK,1465.21
2025-06-05,NORTH-END,1548.16
2025-06-05,QUINPOOL,1819.57
2025-06-05,SPRING-GARDEN,2352.98
2025-06-06,BEDFORD,2995.62
2025-06-06,CLAYTON-PARK,1934.94
2025-06-06,NORTH-END,2111.21
2025-06-06,QUINPOOL,2700.77
2025-06-06,SPRING-GARDEN,3282.52
2025-06-07,BEDFORD,3763.38
2025-06-07,CLAYTON-PARK,2368.85
2025-06-07,NORTH-END,2898.73
2025-06-07,QUINPOOL,3443.39
2025-06-07,SPRING-GARDEN,4007.13
2025-06-08,BEDFORD,2280.05
2025-06-08,CLAYTON-PARK,1392.72
2025-06-08,NORTH-END,1531.80
2025-06-08,QUINPOOL,1797.70
2025-06-08,SPRING-GARDEN,2247.25
2025-06-09,BEDFORD,1621.18
2025-06-09,CLAYTON-PARK,1120.95
2025-06-09,NORTH-END,1187.39
2025-06-09,QUINPOOL,1455.06
2025-06-09,SPRING-GARDEN,1777.57
2025-06-10,BEDFORD,1815.43
2025-06-10,CLAYTON-PARK,1195.21
2025-06-10,NORTH-END,1367.91
2025-06-10,QUINPOOL,1602.69
2025-06-10,SPRING-GARDEN,1924.73
2025-06-11,BEDFORD,2055.50
2025-06-11,CLAYTON-PARK,1197.23
2025-06-11,NORTH-END,1454.57
2025-06-11,QUINPOOL,1776.94
2025-06-11,SPRING-GARDEN,2060.79
2025-06-12,BEDFORD,2130.37
2025-06-12,CLAYTON-PARK,1443.26
2025-06-12,NORTH-END,1656.55
2025-06-12,QUINPOOL,1884.65
2025-06-12,SPRING-GARDEN,2431.44
2025-06-13,BEDFORD,3206.41
2025-06-13,CLAYTON-PARK,2010.52
2025-06-13,NORTH-END,2280.94
2025-06-13,QUINPOOL,2634.42
2025-06-13,SPRING-GARDEN,3272.80
2025-06-14,BEDFORD,3750.18
2025-06-14,CLAYTON-PARK,2384.38
2025-06-14,NORTH-END,2987.99
2025-06-14,QUINPOOL,3388.29
2025-06-14,SPRING-GARDEN,4238.37
2025-06-15,BEDFORD,2149.84
2025-06-15,CLAYTON-PARK,1412.83
2025-06-15,NORTH-END,1619.15
2025-06-15,QUINPOOL,1956.91
2025-06-15,SPRING-GARDEN,2462.87
2025-06-16,BEDFORD,1754.11
2025-06-16,CLAYTON-PARK,1085.62
2025-06-16,NORTH-END,1225.22
2025-06-16,QUINPOOL,1514.35
2025-06-16,SPRING-GARDEN,1887.87
2025-06-17,BEDFORD,1846.09
2025-06-17,CLAYTON-PARK,1107.45
2025-06-17,NORTH-END,1346.38
2025-06-17,QUINPOOL,1621.79
2025-06-17,SPRING-GARDEN,1872.04
2025-06-18,BEDFORD,1986.88
2025-06-18,CLAYTON-PARK,1234.13
2025-06-18,NORTH-END,1466.46
2025-06-18,QUINPOOL,1681.59
2025-06-18,SPRING-GARDEN,2238.19
2025-06-19,BEDFORD,2095.19
2025-06-19,CLAYTON-PARK,1346.58
2025-06-19,NORTH-END,1592.27
2025-06-19,QUINPOOL,1792.88
2025-06-19,SPRING-GARDEN,2252.11
2025-06-20,BEDFORD,3142.14
2025-06-20,CLAYTON-PARK,1892.29
2025-06-20,NORTH-END,2332.64
2025-06-20,QUINPOOL,2550.27
2025-06-20,SPRING-GARDEN,3250.49
2025-06-21,BEDFORD,4055.48
2025-06-21,CLAYTON-PARK,2583.30
2025-06-21,NORTH-END,2845.85
2025-06-21,QUINPOOL,3493.51
2025-06-21,SPRING-GARDEN,4216.68
2025-06-22,BEDFORD,2292.79
2025-06-22,CLAYTON-PARK,1312.54
2025-06-22,NORTH-END,1509.70
2025-06-22,QUINPOOL,1880.44
2025-06-22,SPRING-GARDEN,2349.44
2025-06-23,BEDFORD,1772.12
2025-06-23,CLAYTON-PARK,1040.99
2025-06-23,NORTH-END,1181.72
2025-06-23,QUINPOOL,1494.42
2025-06-23,SPRING-GARDEN,1953.24
2025-06-24,BEDFORD,1921.57
2025-06-24,CLAYTON-PARK,1141.77
2025-06-24,NORTH-END,1349.00
2025-06-24,QUINPOOL,1577.81
2025-06-24,SPRING-GARDEN,1866.51
2025-06-25,BEDFORD,1849.42
2025-06-25,CLAYTON-PARK,1270.03
2025-06-25,NORTH-END,1390.68
2025-06-25,QUINPOOL,1746.92
2025-06-25,SPRING-GARDEN,2010.53
2025-06-26,BEDFORD,2331.39
2025-06-26,CLAYTON-PARK,1393.72
2025-06-26,NORTH-END,1572.50
2025-06-26,QUINPOOL,2011.19
2025-06-26,SPRING-GARDEN,2516.96
2025-06-27,BEDFORD,3168.71
2025-06-27,CLAYTON-PARK,1868.54
2025-06-27,NORTH-END,2235.64
2025-06-27,QUINPOOL,2558.27
2025-06-27,SPRING-GARDEN,3201.37
2025-06-28,BEDFORD,3801.03
2025-06-28,CLAYTON-PARK,2546.47
2025-06-28,NORTH-END,2898.09
2025-06-28,QUINPOOL,3244.62
2025-06-28,SPRING-GARDEN,4117.40
2025-06-29,BEDFORD,2292.03
2025-06-29,CLAYTON-PARK,1415.28
2025-06-29,NORTH-END,1530.54
2025-06-29,QUINPOOL,2007.79
2025-06-29,SPRING-GARDEN,2498.88
2025-06-30,BEDFORD,1810.86
2025-06-30,CLAYTON-PARK,1127.14
2025-06-30,NORTH-END,1175.09
2025-06-30,QUINPOOL,1564.20
2025-06-30,SPRING-GARDEN,1933.47
2025-07-01,BEDFORD,1767.33
2025-07-01,CLAYTON-PARK,1170.67
2025-07-01,NORTH-END,1407.85
2025-07-01,QUINPOOL,1625.13
2025-07-01,SPRING-GARDEN,2018.89
2025-07-02,BEDFORD,2071.80
2025-07-02,CLAYTON-PARK,1208.55
2025-07-02,NORTH-END,1357.21
2025-07-02,QUINPOOL,1641.63
2025-07-02,SPRING-GARDEN,2221.10
2025-07-03,BEDFORD,2101.52
2025-07-03,CLAYTON-PARK,1325.58
2025-07-03,NORTH-END,1591.51
2025-07-03,QUINPOOL,1958.36
2025-07-03,SPRING-GARDEN,2495.44
2025-07-04,BEDFORD,3013.81
2025-07-04,CLAYTON-PARK,2011.67
2025-07-04,NORTH-END,2215.61
2025-07-04,QUINPOOL,2722.30
2025-07-04,SPRING-GARDEN,3403.35
2025-07-05,BEDFORD,3897.95
2025-07-05,CLAYTON-PARK,2526.45
2025-07-05,NORTH-END,2860.71
2025-07-05,QUINPOOL,3223.27
2025-07-05,SPRING-GARDEN,4339.70
2025-07-06,BEDFORD,2253.53
2025-07-06,CLAYTON-PARK,1389.25
2025-07-06,NORTH-END,1646.56
2025-07-06,QUINPOOL,2001.80
2025-07-06,SPRING-GARDEN,2428.60
2025-07-07,BEDFORD,1653.12
2025-07-07,CLAYTON-PARK,1106.60
2025-07-07,NORTH-END,1272.60
2025-07-07,QUINPOOL,1505.90
2025-07-07,SPRING-GARDEN,1884.87
2025-07-08,BEDFORD,1760.47
2025-07-08,CLAYTON-PARK,1225.45
2025-07-08,NORTH-END,1305.01
2025-07-08,QUINPOOL,1586.96
2025-07-08,SPRING-GARDEN,2029.38
2025-07-09,BEDFORD,1928.80
2025-07-09,CLAYTON-PARK,1249.05
2025-07-09,NORTH-END,1365.85
2025-07-09,QUINPOOL,1606.44
2025-07-09,SPRING-GARDEN,2220.44
2025-07-10,BEDFORD,2294.29
2025-07-10,CLAYTON-PARK,1453.87
2025-07-10,NORTH-END,1559.68
2025-07-10,QUINPOOL,1852.17
2025-07-10,SPRING-GARDEN,2478.12
2025-07-11,BEDFORD,3245.87
2025-07-11,CLAYTON-PARK,1985.53
2025-07-11,NORTH-END,2309.64
2025-07-11,QUINPOOL,2735.32
2025-07-11,SPRING-GARDEN,3353.90
2025-07-12,BEDFORD,3875.62
2025-07-12,CLAYTON-PARK,2372.06
2025-07-12,NORTH-END,2934.17
2025-07-12,QUINPOOL,3327.77
2025-07-12,SPRING-GARDEN,4356.67
2025-07-13,BEDFORD,2330.78
2025-07-13,CLAYTON-PARK,1356.44
2025-07-13,NORTH-END,1542.12
2025-07-13,QUINPOOL,1958.73
2025-07-13,SPRING-GARDEN,2459.66
2025-07-14,BEDFORD,1651.77
2025-07-14,CLAYTON-PARK,1129.77
2025-07-14,NORTH-END,1194.81
2025-07-14,QUINPOOL,1501.31
2025-07-14,SPRING-GARDEN,1777.16
2025-07-15,BEDFORD,1843.12
2025-07-15,CLAYTON-PARK,1208.45
2025-07-15,NORTH-END,1330.10
2025-07-15,QUINPOOL,1671.76
2025-07-15,SPRING-GARDEN,1978.63
2025-07-16,BEDFORD,1920.77
2025-07-16,CLAYTON-PARK,1292.77
2025-07-16,NORTH-END,1418.98
2025-07-16,QUINPOOL,1622.98
2025-07-16,SPRING-GARDEN,2170.08
2025-07-17,BEDFORD,2222.52
2025-07-17,CLAYTON-PARK,1345.79
2025-07-17,NORTH-END,1658.34
2025-07-17,QUINPOOL,1920.91
2025-07-17,SPRING-GARDEN,2506.90
2025-07-18,BEDFORD,3157.55
2025-07-18,CLAYTON-PARK,1962.49
2025-07-18,NORTH-END,2199.59
2025-07-18,QUINPOOL,2568.78
2025-07-18,SPRING-GARDEN,3469.64
2025-07-19,BEDFORD,4094.92
2025-07-19,CLAYTON-PARK,2521.88
2025-07-19,NORTH-END,2678.78
2025-07-19,QUINPOOL,3541.00
2025-07-19,SPRING-GARDEN,4182.42
2025-07-20,BEDFORD,2084.67
2025-07-20,CLAYTON-PARK,1362.52
2025-07-20,NORTH-END,1585.96
2025-07-20,QUINPOOL,1888.51
2025-07-20,SPRING-GARDEN,2325.63
2025-07-21,BEDFORD,1643.72
2025-07-21,CLAYTON-PARK,1074.15
2025-07-21,NORTH-END,1189.40
2025-07-21,QUINPOOL,1420.70
2025-07-21,SPRING-GARDEN,1761.85
2025-07-22,BEDFORD,1741.49
2025-07-22,CLAYTON-PARK,1177.45
2025-07-22,NORTH-END,1266.40
2025-07-22,QUINPOOL,1652.44
2025-07-22,SPRING-GARDEN,2080.22
2025-07-23,BEDFORD,2000.62
2025-07-23,CLAYTON-PARK,1266.29
2025-07-23,NORTH-END,1398.00
2025-07-23,QUINPOOL,1789.46
2025-07-23,SPRING-GARDEN,2039.20
2025-07-24,BEDFORD,2283.50
2025-07-24,CLAYTON-PARK,1402.39
2025-07-24,NORTH-END,1629.04
2025-07-24,QUINPOOL,1873.37
2025-07-24,SPRING-GARDEN,2451.95
2025-07-25,BEDFORD,2989.38
2025-07-25,CLAYTON-PARK,1879.35
2025-07-25,NORTH-END,2271.95
2025-07-25,QUINPOOL,2599.57
2025-07-25,SPRING-GARDEN,3290.72
2025-07-26,BEDFORD,3705.28
2025-07-26,CLAYTON-PARK,2383.72
2025-07-26,NORTH-END,2747.22
2025-07-26,QUINPOOL,3446.99
2025-07-26,SPRING-GARDEN,4022.41
2025-07-27,BEDFORD,2083.51
2025-07-27,CLAYTON-PARK,1416.39
2025-07-27,NORTH-END,1656.42
2025-07-27,QUINPOOL,1971.27
2025-07-27,SPRING-GARDEN,2459.53
2025-07-28,BEDFORD,1636.09
2025-07-28,CLAYTON-PARK,1103.34
2025-07-28,NORTH-END,1191.48
2025-07-28,QUINPOOL,1406.79
2025-07-28,SPRING-GARDEN,1807.79
2025-07-29,BEDFORD,1744.97
2025-07-29,CLAYTON-PARK,1168.95
2025-07-29,NORTH-END,1262.83
2025-07-29,QUINPOOL,1540.47
2025-07-29,SPRING-GARDEN,1983.37
2025-07-30,BEDFORD,2012.80
2025-07-30,CLAYTON-PARK,1252.77
2025-07-30,NORTH-END,1394.68
2025-07-30,QUINPOOL,1770.27
2025-07-30,SPRING-GARDEN,2177.05
2025-07-31,BEDFORD,2137.97
2025-07-31,CLAYTON-PARK,1320.57
2025-07-31,NORTH-END,1591.22
2025-07-31,QUINPOOL,1803.69
2025-07-31,SPRING-GARDEN,2334.91
2025-08-01,BEDFORD,3223.25
2025-08-01,CLAYTON-PARK,1894.77
2025-08-01,NORTH-END,2133.39
2025-08-01,QUINPOOL,2792.81
2025-08-01,SPRING-GARDEN,3233.85
2025-08-02,BEDFORD,3985.69
2025-08-02,CLAYTON-PARK,2618.76
2025-08-02,NORTH-END,2839.91
2025-08-02,QUINPOOL,3255.90
2025-08-02,SPRING-GARDEN,4354.49
2025-08-03,BEDFORD,2227.70
2025-08-03,CLAYTON-PARK,1438.27
2025-08-03,NORTH-END,1541.21
2025-08-03,QUINPOOL,1928.93
2025-08-03,SPRING-GARDEN,2507.72
2025-08-04,BEDFORD,1634.72
2025-08-04,CLAYTON-PARK,1126.18
2025-08-04,NORTH-END,1288.65
2025-08-04,QUINPOOL,1473.68
2025-08-04,SPRING-GARDEN,1958.71
2025-08-05,BEDFORD,1897.16
2025-08-05,CLAYTON-PARK,1170.09
2025-08-05,NORTH-END,1292.15
2025-08-05,QUINPOOL,1570.20
2025-08-05,SPRING-GARDEN,2014.49
2025-08-06,BEDFORD,1910.96
2025-08-06,CLAYTON-PARK,1226.59
2025-08-06,NORTH-END,1417.36
2025-08-06,QUINPOOL,1723.63
2025-08-06,SPRING-GARDEN,2116.60
2025-08-07,BEDFORD,2278.31
2025-08-07,CLAYTON-PARK,1470.41
2025-08-07,NORTH-END,1564.45
2025-08-07,QUINPOOL,1966.91
2025-08-07,SPRING-GARDEN,2394.49
2025-08-08,BEDFORD,3017.58
2025-08-08,CLAYTON-PARK,1931.33
2025-08-08,NORTH-END,2264.53
2025-08-08,QUINPOOL,2493.34
2025-08-08,SPRING-GARDEN,3253.86
2025-08-09,BEDFORD,3822.46
2025-08-09,CLAYTON-PARK,2377.30
2025-08-09,NORTH-END,2815.23
2025-08-09,QUINPOOL,3227.96
2025-08-09,SPRING-GARDEN,4484.18
2025-08-10,BEDFORD,2272.22
2025-08-10,CLAYTON-PARK,1427.17
2025-08-10,NORTH-END,1676.86
2025-08-10,QUINPOOL,1840.46
2025-08-10,SPRING-GARDEN,2526.84
2025-08-11,BEDFORD,1672.26
2025-08-11,CLAYTON-PARK,1046.32
2025-08-11,NORTH-END,1232.76
2025-08-11,QUINPOOL,1526.07
2025-08-11,SPRING-GARDEN,1772.84
2025-08-12,BEDFORD,1887.67
2025-08-12,CLAYTON-PARK,1131.03
2025-08-12,NORTH-END,1392.44
2025-08-12,QUINPOOL,1677.25
2025-08-12,SPRING-GARDEN,1957.51
2025-08-13,BEDFORD,1935.70
2025-08-13,CLAYTON-PARK,1296.93
2025-08-13,NORTH-END,1438.04
2025-08-13,QUINPOOL,1748.64
2025-08-13,SPRING-GARDEN,2055.80
2025-08-14,BEDFORD,2093.57
2025-08-14,CLAYTON-PARK,1442.60
2025-08-14,NORTH-END,1523.53
2025-08-14,QUINPOOL,1954.01
2025-08-14,SPRING-GARDEN,2399.76
2025-08-15,BEDFORD,3186.71
2025-08-15,CLAYTON-PARK,1948.96
2025-08-15,NORTH-END,2325.23
2025-08-15,QUINPOOL,2608.67
2025-08-15,SPRING-GARDEN,3489.01
2025-08-16,BEDFORD,4000.05
2025-08-16,CLAYTON-PARK,2499.80
2025-08-16,NORTH-END,2864.58
2025-08-16,QUINPOOL,3329.39
2025-08-16,SPRING-GARDEN,4372.82
2025-08-17,BEDFORD,2120.44
2025-08-17,CLAYTON-PARK,1328.88
2025-08-17,NORTH-END,1656.18
2025-08-17,QUINPOOL,1941.59
2025-08-17,SPRING-GARDEN,2261.26
2025-08-18,BEDFORD,1624.46
2025-08-18,CLAYTON-PARK,1084.08
2025-08-18,NORTH-END,1246.24
2025-08-18,QUINPOOL,1441.36
2025-08-18,SPRING-GARDEN,1862.94
2025-08-19,BEDFORD,1802.38
2025-08-19,CLAYTON-PARK,1231.01
2025-08-19,NORTH-END,1388.08
2025-08-19,QUINPOOL,1620.49
2025-08-19,SPRING-GARDEN,2029.29
2025-08-20,BEDFORD,2043.42
2025-08-20,CLAYTON-PARK,1209.31
2025-08-20,NORTH-END,1453.77
2025-08-20,QUINPOOL,1717.06
2025-08-20,SPRING-GARDEN,2242.61
2025-08-21,BEDFORD,2243.44
2025-08-21,CLAYTON-PARK,1400.27
2025-08-21,NORTH-END,1505.02
2025-08-21,QUINPOOL,1989.21
2025-08-21,SPRING-GARDEN,2490.72
2025-08-22,BEDFORD,3032.45
2025-08-22,CLAYTON-PARK,2027.98
2025-08-22,NORTH-END,2227.71
2025-08-22,QUINPOOL,2809.77
2025-08-22,SPRING-GARDEN,3164.02
2025-08-23,BEDFORD,4133.48
2025-08-23,CLAYTON-PARK,2588.34
2025-08-23,NORTH-END,2980.79
2025-08-23,QUINPOOL,3572.25
2025-08-23,SPRING-GARDEN,4224.91
2025-08-24,BEDFORD,2181.21
2025-08-24,CLAYTON-PARK,1341.95
2025-08-24,NORTH-END,1652.79
2025-08-24,QUINPOOL,1816.78
2025-08-24,SPRING-GARDEN,2400.03
2025-08-25,BEDFORD,1647.45
2025-08-25,CLAYTON-PARK,1116.86
2025-08-25,NORTH-END,1254.77
2025-08-25,QUINPOOL,1482.56
2025-08-25,SPRING-GARDEN,1920.83
2025-08-26,BEDFORD,1927.32
2025-08-26,CLAYTON-PARK,1181.54
2025-08-26,NORTH-END,1408.81
2025-08-26,QUINPOOL,1509.60
2025-08-26,SPRING-GARDEN,1984.36
2025-08-27,BEDFORD,2075.08
2025-08-27,CLAYTON-PARK,1263.46
2025-08-27,NORTH-END,1383.94
2025-08-27,QUINPOOL,1789.72
2025-08-27,SPRING-GARDEN,2179.04
2025-08-28,BEDFORD,2185.14
2025-08-28,CLAYTON-PARK,1445.12
2025-08-28,NORTH-END,1623.79
2025-08-28,QUINPOOL,1917.86
2025-08-28,SPRING-GARDEN,2317.76
2025-08-29,BEDFORD,3075.54
2025-08-29,CLAYTON-PARK,2037.00
2025-08-29,NORTH-END,2223.81
2025-08-29,QUINPOOL,2595.65
2025-08-29,SPRING-GARDEN,3515.94
2025-08-30,BEDFORD,4112.67
2025-08-30,CLAYTON-PARK,2558.74
2025-08-30,NORTH-END,2971.01
2025-08-30,QUINPOOL,3231.32
2025-08-30,SPRING-GARDEN,4399.07
2025-08-31,BEDFORD,2244.47
2025-08-31,CLAYTON-PARK,1365.11
2025-08-31,NORTH-END,1620.45
2025-08-31,QUINPOOL,2015.10
2025-08-31,SPRING-GARDEN,2402.20
2025-09-01,BEDFORD,1632.55
2025-09-01,CLAYTON-PARK,1082.25
2025-09-01,NORTH-END,1195.50
2025-09-01,QUINPOOL,1523.15
2025-09-01,SPRING-GARDEN,1931.79
2025-09-02,BEDFORD,1943.78
2025-09-02,CLAYTON-PARK,1131.07
2025-09-02,NORTH-END,1307.20
2025-09-02,QUINPOOL,1648.14
2025-09-02,SPRING-GARDEN,2110.58
2025-09-03,BEDFORD,1996.47
2025-09-03,CLAYTON-PARK,1264.41
2025-09-03,NORTH-END,1348.66
2025-09-03,QUINPOOL,1798.55
2025-09-03,SPRING-GARDEN,2158.20
2025-09-04,BEDFORD,2128.46
2025-09-04,CLAYTON-PARK,1336.04
2025-09-04,NORTH-END,1543.84
2025-09-04,QUINPOOL,2001.89
