vendor_rank,vendor_display,vendor_key,award_count,total_awarded,pct_of_total,cumulative_awarded,cumulative_pct,reaches_80pct_set,is_repeat_vendor
7622,Gerald Spencer,GERALD SPENCER,1,13656.00,0.0001,18508672498.91,99.9619,false,false
7623,Bay Equipment Rentals,BAY EQUIPMENT RENTALS,2,13652.95,0.0001,18508686151.86,99.9620,false,true
7624,CC Pepper Contracting Inc.,CC PEPPER CONTRACTING,1,13650.00,0.0001,18508699801.86,99.9621,false,false
7625,Bear Cove Resources,BEAR COVE RESOURCES,1,13640.00,0.0001,18508713441.86,99.9621,false,false
7626,CheckIn Analytics,CHECKIN ANALYTICS,1,13638.00,0.0001,18508727079.86,99.9622,false,false
7627,ProCycle,PROCYCLE,1,13634.00,0.0001,18508740713.86,99.9623,false,false
7628,Engineering Harmonics,ENGINEERING HARMONICS,1,13620.00,0.0001,18508754333.86,99.9623,false,false
7629,South Shore Concrete Products,SOUTH SHORE CONCRETE PRODUCTS,1,13600.00,0.0001,18508767933.86,99.9624,false,false
7630,Bear River Plastic Welding Inc,BEAR RIVER PLASTIC WELDING,1,13598.75,0.0001,18508781532.61,99.9625,false,false
7631,Tufts Forrestry Services Ltd,TUFTS FORRESTRY SERVICES,1,13598.00,0.0001,18508795130.61,99.9626,false,false
7632,Latent Forensic Services Inc,LATENT FORENSIC SERVICES,2,13583.00,0.0001,18508808713.61,99.9626,false,true
7633,Guildfords (2005) Inc.,GUILDFORDS 2005,1,13579.00,0.0001,18508822292.61,99.9627,false,false
7634,Quorum Technologies Inc,QUORUM TECHNOLOGIES,1,13575.00,0.0001,18508835867.61,99.9628,false,false
7635,Solid CADD Group Inc,SOLID CADD GROUP,2,13549.75,0.0001,18508849417.36,99.9629,false,true
7636,Mitten by Plygem,MITTEN BY PLYGEM,1,13540.68,0.0001,18508862958.04,99.9629,false,false
7637,Prototype Integrated,PROTOTYPE INTEGRATED,1,13509.51,0.0001,18508876467.55,99.9630,false,false
7638,Atlantic Accessibility,ATLANTIC ACCESSIBILITY,1,13500.00,0.0001,18508889967.55,99.9631,false,false
7639,NEW WAVE ENTERPRISE DBA SOUNDAFEX,NEW WAVE ENTERPRISE DBA SOUNDAFEX,1,13500.00,0.0001,18508903467.55,99.9632,false,false
7640,Pantel,PANTEL,1,13500.00,0.0001,18508916967.55,99.9632,false,false
7641,The Guysborough Waste Management Facility,THE GUYSBOROUGH WASTE MANAGEMENT FACILITY,1,13500.00,0.0001,18508930467.55,99.9633,false,false
7642,Wild Rose Tree Service,WILD ROSE TREE SERVICE,1,13500.00,0.0001,18508943967.55,99.9634,false,false
7643,SOLOTECH QUEBEC INC.,SOLOTECH QUEBEC,1,13492.24,0.0001,18508957459.79,99.9634,false,false
7644,Sage House Design,SAGE HOUSE DESIGN,1,13483.75,0.0001,18508970943.54,99.9635,false,false
7645,MacGregors Custom Maching Ltd,MACGREGORS CUSTOM MACHING,1,13481.00,0.0001,18508984424.54,99.9636,false,false
7646,EFR Disposal 1999 Ltd,EFR DISPOSAL 1999,1,13443.14,0.0001,18508997867.68,99.9637,false,false
7647,ISLAND AUTO GLASS,ISLAND AUTO GLASS,2,13440.00,0.0001,18509011307.68,99.9637,false,true
7648,INTEGR@ PARKING SOLUTIONS INC,INTEGR PARKING SOLUTIONS,1,13352.00,0.0001,18509024659.68,99.9638,false,false
7649,Wajax Industrial,WAJAX INDUSTRIAL,1,13325.32,0.0001,18509037985.00,99.9639,false,false
7650,HD Supply,HD SUPPLY,1,13308.85,0.0001,18509051293.85,99.9640,false,false
7651,thyssenkrupp Elevator Ltd. - Nova Scotia Branch,THYSSENKRUPP ELEVATOR LTD NOVA SCOTIA BRANCH,1,13288.00,0.0001,18509064581.85,99.9640,false,false
7652,Ecotech Landscape & Gardens,ECOTECH LANDSCAPE & GARDENS,2,13210.00,0.0001,18509077791.85,99.9641,false,true
7653,Canadian Association of Safety Councils,CANADIAN ASSOCIATION OF SAFETY COUNCILS,1,13200.00,0.0001,18509090991.85,99.9642,false,false
7654,Hallidays Flooring,HALLIDAYS FLOORING,1,13195.87,0.0001,18509104187.72,99.9642,false,false
7655,Multiserve Petroleum Equipment,MULTISERVE PETROLEUM EQUIPMENT,1,13185.00,0.0001,18509117372.72,99.9643,false,false
7656,Ford's Family Pharmacy,FORD S FAMILY PHARMACY,1,13153.85,0.0001,18509130526.57,99.9644,false,false
7657,RIDEAU REGONITION SOLUTIONS LTD,RIDEAU REGONITION SOLUTIONS,1,13125.00,0.0001,18509143651.57,99.9645,false,false
7658,Wolseley - New Glasgow,WOLSELEY NEW GLASGOW,1,13110.00,0.0001,18509156761.57,99.9645,false,false
7659,Crozier Ent,CROZIER ENT,1,13109.76,0.0001,18509169871.33,99.9646,false,false
7660,Corporate Security Supply,CORPORATE SECURITY SUPPLY,2,13100.00,0.0001,18509182971.33,99.9647,false,true
7661,Allweather Windows & Doors Ltd.,ALLWEATHER WINDOWS & DOORS,1,13031.17,0.0001,18509196002.50,99.9647,false,false
7662,3263312 Nova Scotia Lts,3263312 NOVA SCOTIA LTS,1,13020.00,0.0001,18509209022.50,99.9648,false,false
7663,Joan Crawford,JOAN CRAWFORD,1,13000.00,0.0001,18509222022.50,99.9649,false,false
7664,Water and Ice,WATER AND ICE,1,13000.00,0.0001,18509235022.50,99.9649,false,false
7665,Snap-on Tool,SNAP ON TOOL,1,12995.00,0.0001,18509248017.50,99.9650,false,false
7666,Terry Sprinkler Ltd.,TERRY SPRINKLER,1,12990.00,0.0001,18509261007.50,99.9651,false,false
7667,BAYWOOD ENTERPRISES,BAYWOOD ENTERPRISES,1,12975.00,0.0001,18509273982.50,99.9652,false,false
7668,Skillsoft,SKILLSOFT,1,12957.00,0.0001,18509286939.50,99.9652,false,false
7669,CleanAir Systems Canada,CLEANAIR SYSTEMS CANADA,1,12918.68,0.0001,18509299858.18,99.9653,false,false
7670,Golden Silkscreen and Embroidery,GOLDEN SILKSCREEN AND EMBROIDERY,1,12915.00,0.0001,18509312773.18,99.9654,false,false
7671,Petro Services Limited,PETRO SERVICES,1,12900.00,0.0001,18509325673.18,99.9654,false,false
7672,Raymond Rogers,RAYMOND ROGERS,1,12900.00,0.0001,18509338573.18,99.9655,false,false
7673,Patterson Sales & Service,PATTERSON SALES & SERVICE,1,12883.00,0.0001,18509351456.18,99.9656,false,false
7674,Econoline,ECONOLINE,1,12873.00,0.0001,18509364329.18,99.9656,false,false
7675,The Brick Warehouse LP,THE BRICK WAREHOUSE,1,12862.85,0.0001,18509377192.03,99.9657,false,false
7676,General Credit Services Inc.,GENERAL CREDIT SERVICES,1,12854.00,0.0001,18509390046.03,99.9658,false,false
7677,QUIPU SRL,QUIPU SRL,1,12850.00,0.0001,18509402896.03,99.9659,false,false
7678,SCOTIA EMERGENCY VEHICLES,SCOTIA EMERGENCY VEHICLES,1,12848.91,0.0001,18509415744.94,99.9659,false,false
7679,AWP Safety,AWP SAFETY,2,12806.89,0.0001,18509428551.83,99.9660,false,true
7680,Dura-Tech Industrial,DURA TECH INDUSTRIAL,1,12780.00,0.0001,18509441331.83,99.9661,false,false
7681,Cushing Terrell Architecture Inc.,CUSHING TERRELL ARCHITECTURE,1,12750.00,0.0001,18509454081.83,99.9661,false,false
7682,Fast Pro Painting Contracting,FAST PRO PAINTING CONTRACTING,1,12750.00,0.0001,18509466831.83,99.9662,false,false
7683,Shoreline Dirtworks,SHORELINE DIRTWORKS,1,12750.00,0.0001,18509479581.83,99.9663,false,false
7684,Bake me Happy Cafe and Bakery,BAKE ME HAPPY CAFE AND BAKERY,1,12740.00,0.0001,18509492321.83,99.9663,false,false
7685,David Schenkel,DAVID SCHENKEL,1,12720.00,0.0001,18509505041.83,99.9664,false,false
7686,Independent- Crawford,INDEPENDENT CRAWFORD,1,12720.00,0.0001,18509517761.83,99.9665,false,false
7687,FABRI FINISH,FABRI FINISH,1,12688.00,0.0001,18509530449.83,99.9665,false,false
7688,"ProVantage World, Inc.",PROVANTAGE WORLD,1,12678.00,0.0001,18509543127.83,99.9666,false,false
7689,Berg Industrial Service,BERG INDUSTRIAL SERVICE,1,12645.00,0.0001,18509555772.83,99.9667,false,false
7690,The Extinguisher Fire Sales and Inspection Service Ltd.,THE EXTINGUISHER FIRE SALES AND INSPECTION SERVICE,1,12600.00,0.0001,18509568372.83,99.9667,false,false
7691,Thomas Dilney,THOMAS DILNEY,1,12600.00,0.0001,18509580972.83,99.9668,false,false
7692,Troy Fire and Safety,TROY FIRE AND SAFETY,1,12536.52,0.0001,18509593509.35,99.9669,false,false
7693,Deluxe Dry Cleaners,DELUXE DRY CLEANERS,1,12527.25,0.0001,18509606036.60,99.9669,false,false
7694,Air Clean Systems Canada,AIR CLEAN SYSTEMS CANADA,1,12522.00,0.0001,18509618558.60,99.9670,false,false
7695,PRIME FASTENERS MARITIME LTD,PRIME FASTENERS MARITIME,1,12503.00,0.0001,18509631061.60,99.9671,false,false
7696,Beartech Solutions Inc,BEARTECH SOLUTIONS,1,12500.00,0.0001,18509643561.60,99.9672,false,false
7697,Ben Brush Design,BEN BRUSH DESIGN,1,12500.00,0.0001,18509656061.60,99.9672,false,false
7698,Everest Decorating Centre Ltd.,EVEREST DECORATING CENTRE,1,12500.00,0.0001,18509668561.60,99.9673,false,false
7699,Harbour Watercraft & Adventure Rentals,HARBOUR WATERCRAFT & ADVENTURE RENTALS,1,12500.00,0.0001,18509681061.60,99.9674,false,false
7700,The Tema Foundation,THE TEMA FOUNDATION,1,12500.00,0.0001,18509693561.60,99.9674,false,false
7701,Ecotech,ECOTECH,1,12480.00,0.0001,18509706041.60,99.9675,false,false
7702,Pointage Pro (11355562 Canada Inc),POINTAGE PRO 11355562 CANADA,1,12478.00,0.0001,18509718519.60,99.9676,false,false
7703,Atlantic Welding & Millwright Services Ltd.,ATLANTIC WELDING & MILLWRIGHT SERVICES,1,12470.00,0.0001,18509730989.60,99.9676,false,false
7704,Robert P. Doherty - Access And Privacy Services,ROBERT P DOHERTY ACCESS AND PRIVACY SERVICES,1,12450.00,0.0001,18509743439.60,99.9677,false,false
7705,Ultimate Bath Systems,ULTIMATE BATH SYSTEMS,1,12420.00,0.0001,18509755859.60,99.9678,false,false
7706,Nevco,NEVCO,1,12400.00,0.0001,18509768259.60,99.9678,false,false
7707,Patterson Sales,PATTERSON SALES,1,12400.00,0.0001,18509780659.60,99.9679,false,false
7708,Sexauer,SEXAUER,1,12391.25,0.0001,18509793050.85,99.9680,false,false
7709,Paul Bavan Electric & Controls Specialists Ltd,PAUL BAVAN ELECTRIC & CONTROLS SPECIALISTS,1,12350.76,0.0001,18509805401.61,99.9680,false,false
7710,Gary Belliveau Construction,GARY BELLIVEAU CONSTRUCTION,1,12337.00,0.0001,18509817738.61,99.9681,false,false
7711,Wile Property Management,WILE PROPERTY MANAGEMENT,3,12302.70,0.0001,18509830041.31,99.9682,false,true
7712,Selco Equipment,SELCO EQUIPMENT,1,12290.00,0.0001,18509842331.31,99.9682,false,false
7713,Jerome Cameron,JEROME CAMERON,1,12276.25,0.0001,18509854607.56,99.9683,false,false
7714,J.W BIRD STAIRS LTD,J W BIRD STAIRS,1,12255.50,0.0001,18509866863.06,99.9684,false,false
7715,Steven Slipp Design Inc.,STEVEN SLIPP DESIGN,2,12250.00,0.0001,18509879113.06,99.9684,false,true
7716,Athens Tech. Spec. Inc.,ATHENS TECH SPEC,1,12225.00,0.0001,18509891338.06,99.9685,false,false
7717,R H MACFARLAND (1996) LTD,R H MACFARLAND 1996,1,12225.00,0.0001,18509903563.06,99.9686,false,false
7718,Touch Start,TOUCH START,1,12200.00,0.0001,18509915763.06,99.9686,false,false
7719,Wolseley Atlantic,WOLSELEY ATLANTIC,1,12147.35,0.0001,18509927910.41,99.9687,false,false
7720,Greg Dubeau,GREG DUBEAU,1,12131.00,0.0001,18509940041.41,99.9688,false,false
7721,Caldon Maintenance,CALDON MAINTENANCE,1,12103.00,0.0001,18509952144.41,99.9688,false,false
7722,Power Pack Property Maintenance,POWER PACK PROPERTY MAINTENANCE,1,12100.00,0.0001,18509964244.41,99.9689,false,false
7723,HES PV Limited,HES PV,1,12081.00,0.0001,18509976325.41,99.9689,false,false
7724,Natures Reflections,NATURES REFLECTIONS,1,12075.00,0.0001,18509988400.41,99.9690,false,false
7725,Pictou County Home Appliances Services Ltd.,PICTOU COUNTY HOME APPLIANCES SERVICES,1,12061.20,0.0001,18510000461.61,99.9691,false,false
7726,Seanasters Services Ltd,SEANASTERS SERVICES,1,12050.00,0.0001,18510012511.61,99.9691,false,false
7727,R R DONNELLEY,R R DONNELLEY,1,12040.00,0.0001,18510024551.61,99.9692,false,false
7728,Gregory Mattinson Excavating,GREGORY MATTINSON EXCAVATING,1,12035.00,0.0001,18510036586.61,99.9693,false,false
7729,Bernice Williams Consulting,BERNICE WILLIAMS CONSULTING,1,12000.00,0.0001,18510048586.61,99.9693,false,false
7730,Halo Land Services,HALO LAND SERVICES,1,12000.00,0.0001,18510060586.61,99.9694,false,false
7731,"Millier Dickinson Blais Inc, Hamilton ON",MILLIER DICKINSON BLAIS INC HAMILTON ON,1,12000.00,0.0001,18510072586.61,99.9695,false,false
7732,Strong Data,STRONG DATA,1,12000.00,0.0001,18510084586.61,99.9695,false,false
7733,T Fisher Trucking and Excavating,T FISHER TRUCKING AND EXCAVATING,1,12000.00,0.0001,18510096586.61,99.9696,false,false
7734,Centering on Children Inc,CENTERING ON CHILDREN,1,11999.29,0.0001,18510108585.90,99.9697,false,false
7735,CanaanSite Furnishings,CANAANSITE FURNISHINGS,1,11994.50,0.0001,18510120580.40,99.9697,false,false
7736,Central Tire Services Ltd.,CENTRAL TIRE SERVICES,1,11980.00,0.0001,18510132560.40,99.9698,false,false
7737,Atlantic Ventalation Cleaning Ltd,ATLANTIC VENTALATION CLEANING,1,11954.00,0.0001,18510144514.40,99.9699,false,false
7738,Scan Technology,SCAN TECHNOLOGY,2,11932.08,0.0001,18510156446.48,99.9699,false,true
7739,GE'S ALL TRUCKING (GE ENVIRONMENTAL),GE S ALL TRUCKING GE ENVIRONMENTAL,1,11928.80,0.0001,18510168375.28,99.9700,false,false
7740,Town and Country,TOWN AND COUNTRY,2,11917.97,0.0001,18510180293.25,99.9701,false,true
7741,Terminus Consulting,TERMINUS CONSULTING,1,11909.50,0.0001,18510192202.75,99.9701,false,false
7742,Blachere Illumination Canada Inc.,BLACHERE ILLUMINATION CANADA,1,11901.22,0.0001,18510204103.97,99.9702,false,false
7743,D. Stevens Electric Limited,D STEVENS ELECTRIC,1,11900.00,0.0001,18510216003.97,99.9702,false,false
7744,East Coast Laundry Equipment & Fabricare Supplies,EAST COAST LAUNDRY EQUIPMENT & FABRICARE SUPPLIES,1,11895.00,0.0001,18510227898.97,99.9703,false,false
7745,K.G. Chase & Sons Ltd,K G CHASE & SONS,1,11870.00,0.0001,18510239768.97,99.9704,false,false
7746,ENGINEERED LIQUID SOLUTIONS LTD.,ENGINEERED LIQUID SOLUTIONS,1,11850.00,0.0001,18510251618.97,99.9704,false,false
7747,FROGGOBIO,FROGGOBIO,1,11844.00,0.0001,18510263462.97,99.9705,false,false
7748,Duncan Moss (Moss Media),DUNCAN MOSS MOSS MEDIA,1,11835.00,0.0001,18510275297.97,99.9706,false,false
7749,Hallmark Floors & Interiors Limited,HALLMARK FLOORS & INTERIORS,1,11790.00,0.0001,18510287087.97,99.9706,false,false
7750,Rentokil,RENTOKIL,1,11787.50,0.0001,18510298875.47,99.9707,false,false
7751,Graybar Canada - Yarmouth,GRAYBAR CANADA YARMOUTH,2,11775.00,0.0001,18510310650.47,99.9708,false,true
7752,Lloyd Lipke Law Enforcement Sales,LLOYD LIPKE LAW ENFORCEMENT SALES,1,11760.00,0.0001,18510322410.47,99.9708,false,false
7753,Eric Turner,ERIC TURNER,2,11745.00,0.0001,18510334155.47,99.9709,false,true
7754,Rushton Asphalt Maintenance & Service,RUSHTON ASPHALT MAINTENANCE & SERVICE,1,11725.00,0.0001,18510345880.47,99.9709,false,false
7755,BA FRASER LUMBER LIMITED,BA FRASER LUMBER,1,11700.00,0.0001,18510357580.47,99.9710,false,false
7756,MacFarlands Rent-It,MACFARLANDS RENT IT,1,11700.00,0.0001,18510369280.47,99.9711,false,false
7757,Ken-Do Appliance,KEN DO APPLIANCE,1,11697.80,0.0001,18510380978.27,99.9711,false,false
7758,OMNICOIL SPRING WORKS INC,OMNICOIL SPRING WORKS,1,11670.50,0.0001,18510392648.77,99.9712,false,false
7759,Hewitt Rentals ( Atlantic Cat) - 5 year warranty,HEWITT RENTALS ATLANTIC CAT 5 YEAR WARRANTY,1,11663.00,0.0001,18510404311.77,99.9713,false,false
7760,Montreal-Biotech Inc.,MONTREAL BIOTECH,1,11650.00,0.0001,18510415961.77,99.9713,false,false
7761,High Gloss Maintenance Cleaning,HIGH GLOSS MAINTENANCE CLEANING,1,11635.80,0.0001,18510427597.57,99.9714,false,false
7762,Superline Fuels,SUPERLINE FUELS,2,11635.61,0.0001,18510439233.18,99.9714,false,true
7763,TRC HYDRAULICS INC,TRC HYDRAULICS,2,11631.74,0.0001,18510450864.92,99.9715,false,true
7764,MB Yard Services,MB YARD SERVICES,1,11625.00,0.0001,18510462489.92,99.9716,false,false
7765,Ergoworks Canada Incorporated,ERGOWORKS CANADA,1,11610.22,0.0001,18510474100.14,99.9716,false,false
7766,New Flyer,NEW FLYER,1,11595.55,0.0001,18510485695.69,99.9717,false,false
7767,SEPCS,SEPCS,1,11550.00,0.0001,18510497245.69,99.9718,false,false
7768,Gardiner Pinfold,GARDINER PINFOLD,1,11549.67,0.0001,18510508795.36,99.9718,false,false
7769,Image House,IMAGE HOUSE,1,11525.00,0.0001,18510520320.36,99.9719,false,false
7770,Paragon Micro,PARAGON MICRO,1,11502.00,0.0001,18510531822.36,99.9719,false,false
7771,Bayview Excavators,BAYVIEW EXCAVATORS,1,11500.00,0.0001,18510543322.36,99.9720,false,false
7772,Sound System,SOUND SYSTEM,1,11500.00,0.0001,18510554822.36,99.9721,false,false
7773,Crown Equipment,CROWN EQUIPMENT,1,11450.00,0.0001,18510566272.36,99.9721,false,false
7774,Viking Woodworkers,VIKING WOODWORKERS,1,11445.00,0.0001,18510577717.36,99.9722,false,false
7775,Harbour Equipment Ltd.,HARBOUR EQUIPMENT,1,11380.00,0.0001,18510589097.36,99.9723,false,false
7776,Bird & Branch Consulting,BIRD & BRANCH CONSULTING,1,11375.00,0.0001,18510600472.36,99.9723,false,false
7777,McLennan Sales of div. of Emco Corp,MCLENNAN SALES OF DIV OF EMCO,1,11360.00,0.0001,18510611832.36,99.9724,false,false
7778,Allcard Limited,ALLCARD,1,11350.00,0.0001,18510623182.36,99.9724,false,false
7779,STEWIACKE HOME HARDWARE BUILDING,STEWIACKE HOME HARDWARE BUILDING,1,11342.80,0.0001,18510634525.16,99.9725,false,false
7780,MCL Sustainable Solutions,MCL SUSTAINABLE SOLUTIONS,1,11307.00,0.0001,18510645832.16,99.9726,false,false
7781,Advanced Network Devices,ADVANCED NETWORK DEVICES,1,11301.06,0.0001,18510657133.22,99.9726,false,false
7782,Fire Safety Canada,FIRE SAFETY CANADA,2,11291.25,0.0001,18510668424.47,99.9727,false,true
7783,Stephan Canada,STEPHAN CANADA,1,11284.25,0.0001,18510679708.72,99.9727,false,false
7784,T&S Cleaning Service,T&S CLEANING SERVICE,1,11250.00,0.0001,18510690958.72,99.9728,false,false
7785,ALPHA CHEMICAL LTD,ALPHA CHEMICAL,1,11248.64,0.0001,18510702207.36,99.9729,false,false
7786,Norbec Communication,NORBEC COMMUNICATION,1,11244.00,0.0001,18510713451.36,99.9729,false,false
7787,Big Eric's Restaurant Supplies Ltd,BIG ERIC S RESTAURANT SUPPLIES,1,11237.09,0.0001,18510724688.45,99.9730,false,false
7788,Mircom Engineered Systems,MIRCOM ENGINEERED SYSTEMS,1,11225.60,0.0001,18510735914.05,99.9731,false,false
7789,Outer Space Trees,OUTER SPACE TREES,1,11205.00,0.0001,18510747119.05,99.9731,false,false
7790,Dr. Elizabeth Lena Walker,DR ELIZABETH LENA WALKER,1,11175.00,0.0001,18510758294.05,99.9732,false,false
7791,NEOPOST - ICR,NEOPOST ICR,1,11143.20,0.0001,18510769437.25,99.9732,false,false
7792,Nikon Canada Inc. Instruments,NIKON CANADA INC INSTRUMENTS,1,11120.00,0.0001,18510780557.25,99.9733,false,false
7793,Ryan's Flooring,RYAN S FLOORING,1,11070.00,0.0001,18510791627.25,99.9734,false,false
7794,CUMMINGS,CUMMINGS,1,11000.00,0.0001,18510802627.25,99.9734,false,false
7795,Carroll Kia,CARROLL KIA,1,10999.00,0.0001,18510813626.25,99.9735,false,false
7796,Seamasters Services Ltd,SEAMASTERS SERVICES,1,10995.00,0.0001,18510824621.25,99.9735,false,false
7797,Ven Rez,VEN REZ,1,10990.00,0.0001,18510835611.25,99.9736,false,false
7798,Access Information Management of Canada ULC,ACCESS INFORMATION MANAGEMENT OF CANADA,2,10975.02,0.0001,18510846586.27,99.9736,false,true
7799,Acura Embedded Systems,ACURA EMBEDDED SYSTEMS,1,10950.00,0.0001,18510857536.27,99.9737,false,false
7800,GRAPEK COMPANY,GRAPEK,1,10944.14,0.0001,18510868480.41,99.9738,false,false
7801,LINETECH EQUIPMENT MANUFACTURING,LINETECH EQUIPMENT MANUFACTURING,1,10922.52,0.0001,18510879402.93,99.9738,false,false
7802,Teksigns,TEKSIGNS,1,10918.00,0.0001,18510890320.93,99.9739,false,false
7803,Schooner Industrial and Levitt safety,SCHOONER INDUSTRIAL AND LEVITT SAFETY,1,10909.00,0.0001,18510901229.93,99.9739,false,false
7804,Flash Stewart Roofing & Siding,FLASH STEWART ROOFING & SIDING,1,10899.70,0.0001,18510912129.63,99.9740,false,false
7805,Balco 2010,BALCO 2010,3,10890.00,0.0001,18510923019.63,99.9741,false,true
7806,Lunns Lawn Care,LUNNS LAWN CARE,1,10867.50,0.0001,18510933887.13,99.9741,false,false
7807,Teng,TENG,1,10802.00,0.0001,18510944689.13,99.9742,false,false
7808,Hope for Wildlife Society,HOPE FOR WILDLIFE SOCIETY,1,10800.00,0.0001,18510955489.13,99.9742,false,false
7809,Hypertec,HYPERTEC,1,10792.60,0.0001,18510966281.73,99.9743,false,false
7810,Mega Tech,MEGA TECH,1,10780.00,0.0001,18510977061.73,99.9744,false,false
7811,Time Trackers Ltd,TIME TRACKERS,1,10780.00,0.0001,18510987841.73,99.9744,false,false
7812,FC O'Neill Sciven and Associates,FC O NEILL SCIVEN AND ASSOCIATES,1,10775.00,0.0001,18510998616.73,99.9745,false,false
7813,"Ernest Watts, carrying on business as EGW Motors",ERNEST WATTS CARRYING ON BUSINESS AS EGW MOTORS,1,10762.50,0.0001,18511009379.23,99.9745,false,false
7814,QRX TECHNOLOGY GROUP,QRX TECHNOLOGY GROUP,1,10760.20,0.0001,18511020139.43,99.9746,false,false
7815,SHAY TRAILERS SALES,SHAY TRAILERS SALES,1,10755.95,0.0001,18511030895.38,99.9746,false,false
7816,Robert Monk,ROBERT MONK,1,10750.00,0.0001,18511041645.38,99.9747,false,false
7817,VALOX LTD,VALOX,1,10740.10,0.0001,18511052385.48,99.9748,false,false
7818,DR Brenton's Fire,DR BRENTON S FIRE,1,10719.16,0.0001,18511063104.64,99.9748,false,false
7819,G.R.J. Concrete Finishers,G R J CONCRETE FINISHERS,1,10700.00,0.0001,18511073804.64,99.9749,false,false
7820,Barrington Group,BARRINGTON GROUP,1,10697.00,0.0001,18511084501.64,99.9749,false,false
7821,Terr Marine Environmental,TERR MARINE ENVIRONMENTAL,1,10676.73,0.0001,18511095178.37,99.9750,false,false
7822,Husqvarna Group operating through Bay Equipment Rentals,HUSQVARNA GROUP OPERATING THROUGH BAY EQUIPMENT RENTALS,1,10639.93,0.0001,18511105818.30,99.9750,false,false
7823,Ty-Dan Environmental,TY DAN ENVIRONMENTAL,1,10637.50,0.0001,18511116455.80,99.9751,false,false
7824,Scotia Security Shredding,SCOTIA SECURITY SHREDDING,5,10587.00,0.0001,18511127042.80,99.9752,false,true
7825,Roster,ROSTER,1,10558.45,0.0001,18511137601.25,99.9752,false,false
7826,Equinox Environmental,EQUINOX ENVIRONMENTAL,2,10555.54,0.0001,18511148156.79,99.9753,false,true
7827,Altantic Cathedral Painting Ltd.,ALTANTIC CATHEDRAL PAINTING,1,10500.00,0.0001,18511158656.79,99.9753,false,false
7828,Bell Multi Construction Inc,BELL MULTI CONSTRUCTION,1,10459.00,0.0001,18511169115.79,99.9754,false,false
7829,Atlantic DataSystems,ATLANTIC DATASYSTEMS,1,10437.28,0.0001,18511179553.07,99.9754,false,false
7830,East Coast Glass & Aluminum Ltd,EAST COAST GLASS & ALUMINUM,1,10433.00,0.0001,18511189986.07,99.9755,false,false
7831,Action Car & Truck,ACTION CAR & TRUCK,2,10419.70,0.0001,18511200405.77,99.9756,false,true
7832,TOUSIMIS,TOUSIMIS,1,10408.63,0.0001,18511210814.40,99.9756,false,false
7833,LineTech Design & Manufacturing Ltd.,LINETECH DESIGN & MANUFACTURING,1,10396.60,0.0001,18511221211.00,99.9757,false,false
7834,Cetrix Technologies LLC,CETRIX TECHNOLOGIES LLC,1,10388.50,0.0001,18511231599.50,99.9757,false,false
7835,Bridgewater Pool and Chemicals Limited,BRIDGEWATER POOL AND CHEMICALS,1,10388.00,0.0001,18511241987.50,99.9758,false,false
7836,CENTRAL EQUPMENT LTD,CENTRAL EQUPMENT,1,10380.00,0.0001,18511252367.50,99.9758,false,false
7837,North Sails Atlantic,NORTH SAILS ATLANTIC,1,10380.00,0.0001,18511262747.50,99.9759,false,false
7838,Fundy Tactical & Uniforms ltd.,FUNDY TACTICAL & UNIFORMS,2,10372.18,0.0001,18511273119.68,99.9760,false,true
7839,Mark Weatherby's Painting,MARK WEATHERBY S PAINTING,1,10350.00,0.0001,18511283469.68,99.9760,false,false
7840,CSAI Canadian Safety Anchor Inspection,CSAI CANADIAN SAFETY ANCHOR INSPECTION,2,10345.00,0.0001,18511293814.68,99.9761,false,true
7841,Brezac Prtoperty Services,BREZAC PRTOPERTY SERVICES,1,10327.00,0.0001,18511304141.68,99.9761,false,false
7842,K. Lawrence Carter & Son Ltd.,K LAWRENCE CARTER & SON,1,10322.88,0.0001,18511314464.56,99.9762,false,false
7843,The Binnacle Yachting Equipment and,THE BINNACLE YACHTING EQUIPMENT AND,1,10240.00,0.0001,18511324704.56,99.9762,false,false
7844,Anderson's Greenhouse,ANDERSON S GREENHOUSE,1,10200.00,0.0001,18511334904.56,99.9763,false,false
7845,M. McCauley Enterprise Ltd,M MCCAULEY ENTERPRISE,1,10200.00,0.0001,18511345104.56,99.9763,false,false
7846,Shane Mahar and C. & R. Gillis,SHANE MAHAR AND C & R GILLIS,1,10163.70,0.0001,18511355268.26,99.9764,false,false
7847,Caseley's,CASELEY S,1,10146.78,0.0001,18511365415.04,99.9765,false,false
7848,NAPA Canada,NAPA CANADA,1,10146.15,0.0001,18511375561.19,99.9765,false,false
7849,Robotnik,ROBOTNIK,1,10092.00,0.0001,18511385653.19,99.9766,false,false
7850,Medit Inc,MEDIT,1,10075.00,0.0001,18511395728.19,99.9766,false,false
7851,Acrodex,ACRODEX,1,10052.00,0.0001,18511405780.19,99.9767,false,false
7852,Maritime Safety Equipment,MARITIME SAFETY EQUIPMENT,2,10010.00,0.0001,18511415790.19,99.9767,false,true
7853,Analytic-OR,ANALYTIC OR,1,10005.00,0.0001,18511425795.19,99.9768,false,false
7854,ChemScience,CHEMSCIENCE,2,10001.00,0.0001,18511435796.19,99.9768,false,true
7855,Andritz Separation Technologies Inc,ANDRITZ SEPARATION TECHNOLOGIES,1,10000.00,0.0001,18511445796.19,99.9769,false,false
