"year","port","county","kgs","purchase_total"
"2021","Carters Point","Halifax",,
"2021","Coopers Point","Halifax",,
"2021","East Chezzetcook","Halifax",,
"2021","East Dover","Halifax",,
"2021","East Jeddor","Halifax",,
"2021","East Petpeswick","Halifax",,
"2021","Eastern Passage","Halifax","502932.06","5608980.88"
"2021","Ecum Secum West","Halifax",,
"2021","Factory Cove","Halifax",,
"2021","Gammons Creek","Halifax",,
"2021","Halifax","Halifax",,
"2021","Indian Harbour","Halifax",,
"2021","Ketch Harbour","Halifax",,
"2021","Little Harbour","Halifax",,
"2021","Ostrea Lake","Halifax",,
"2021","Owls Head","Halifax",,
"2021","Peggys Cove","Halifax",,
"2021","Pleasant Point","Halifax",,
"2021","Prospect","Halifax",,
"2021","Sambro","Halifax","2826802.15","19037733.61"
"2021","Shad Bay","Halifax",,
"2021","Sober Island","Halifax",,
"2021","Terence Bay","Halifax",,
"2021","Three Fathom Harbour","Halifax",,
"2021","West Chezzetcook","Halifax",,
"2021","West Dover","Halifax",,
"2021","Other","Halifax","3486983.15","19662310.13"
"2021","Total for Halifax County","Halifax","12863253.37","98540065.36"
"2021","Other","Hants",,
"2021","Total for Hants County","Hants","15746.43","531838.78"
"2021","Cheticamp","Inverness",,
"2021","Cheticamp Point","Inverness",,
"2021","Cheticamp - Town Wharf","Inverness",,
"2021","Finlay Point","Inverness",,
"2021","Grand Etang","Inverness",,
"2021","Inverness","Inverness",,
"2021","Judique","Inverness",,
"2021","Little Judique Harbour","Inverness",,
"2021","Little Judique Ponds","Inverness",,
"2021","Mabou Harbour","Inverness","168830.57","3099413.90"
"2021","Marble Mountain","Inverness",,
"2021","Margaree Harbour","Inverness","409706.52","7927531.33"
"2021","Meat Cove","Inverness",,
"2021","Murphys Pond","Inverness",,
"2021","Pleasant Bay","Inverness",,
"2021","Port Hood","Inverness",,
"2021","Port Hood Island","Inverness",,
"2021","Other","Inverness","1482341.55","22512245.87"
"2021","Total for Inverness County","Inverness","9013597.43","109126181.58"
"2021","Halls Harbour","Kings",,
"2021","Harbourville","Kings","103465.72","2480256.59"
"2021","Kingsport","Kings",,
"2021","Pereaux","Kings",,
"2021","Scots Bay","Kings",,
"2021","Other","Kings",,
"2021","Total for Kings County","Kings","484419.79","4518151.15"
"2021","Aspotogan","Lunenburg",,
"2021","Black Harbour","Lunenburg",,
"2021","Bayport","Lunenburg",,
"2021","Big Tancook Island","Lunenburg",,
"2021","Blandford","Lunenburg",,
"2021","Bush Island","Lunenburg","173796.04","4013093.19"
"2021","Chester Basin","Lunenburg",,
"2021","Feltzen South","Lunenburg",,
"2021","Fox Point","Lunenburg",,
"2021","Kings Bay","Lunenburg",,
"2021","Kraut Point","Lunenburg",,
"2021","Little Harbour","Lunenburg",,
"2021","Lunenburg","Lunenburg",,
"2021","Lunenburg","Lunenburg","38747.19","935545.39"
"2021","Lunenburg","Lunenburg",,
"2021","Mahone Bay","Lunenburg",,
"2021","Mill Cove","Lunenburg",,
"2021","Northwest Cove","Lunenburg",,
"2021","Riverport","Lunenburg","1016746.00","1525205.00"
"2021","Saw Pit","Lunenburg",,
"2021","Voglers Cove West","Lunenburg",,
"2021","Western Shore","Lunenburg",,
"2021","Other","Lunenburg","1703390.18","21575662.72"
"2021","Total for Lunenburg County","Lunenburg","3766088.82","42457106.75"
"2021","Baileys Brook","Pictou",,
"2021","Big Island","Pictou",,
"2021","Cape John","Pictou","181987.92","3309319.26"
"2021","Caribou","Pictou","622046.99","498122.76"
"2021","Caribou Ferry","Pictou",,
"2021","Chance Harbour","Pictou",,
"2021","Little Harbour","Pictou",,
"2021","Merigomish","Pictou",,
"2021","Pictou Island","Pictou",,
"2021","Pictou Landing","Pictou",,
"2021","Skinners Cove","Pictou",,
"2021","Toney River","Pictou","324146.54","3744278.58"
"2021","Other","Pictou","1629652.07","11502477.31"
"2021","Total for Pictou County","Pictou","4252211.16","35390017.14"
"2021","Brooklyn Fisherman's Wharf","Queens",,
"2021","East Side Port L'Hebert","Queens","375411.35","4865779.84"
"2021","Hunts Point","Queens",,
"2021","Moose Harbour","Queens",,
"2021","Port Medway","Queens","65120.84","1406616.02"
"2021","Port Mouton","Queens","5249810.29","17445653.30"
"2021","South West Port Mouton","Queens",,
"2021","St. Catherines River","Queens",,
"2021","Volgers Cove","Queens",,
"2021","West Berlin","Queens",,
"2021","Other","Queens","1450529.96","15913193.77"
"2021","Total for Queens County","Queens","7970027.77","58723694.07"
"2021","Arichat","Richmond","2708625.27","26298728.68"
"2021","Arrow Point","Richmond",,
"2021","Chapel Cove","Richmond",,
"2021","D'escousse","Richmond",,
"2021","Fourchu","Richmond",,
"2021","Janvrin Harbour","Richmond",,
"2021","L'Archeveque","Richmond",,
"2021","Poirierville","Richmond",,
"2021","River Bourgeois","Richmond",,
"2021","Other","Richmond","1376101.96","23335282.89"
"2021","Total for Richmond County","Richmond","6282326.49","90662700.10"
"2021","Allendale","Shelburne",,
"2021","Bear Point","Shelburne","784597.58","5923144.86"
"2021","Cape Negro","Shelburne",,
"2021","Clark's Harbour","Shelburne","2869914.03","40440416.69"
"2021","Cripple Creek","Shelburne","277156.05","6374998.02"
"2021","Forbes Point","Shelburne","244475.45","39630345.72"
"2021","Gunning Cove","Shelburne","1334735.27","13029820.71"
"2021","Ingomar","Shelburne","2161985.96","33158109.70"
"2021","Jones Harbour","Shelburne","110204.70","2578443.28"
"2021","Little Harbour","Shelburne",,
"2021","Lockeport","Shelburne","922958.10","18439337.80"
"2021","Lower Jordan Bay","Shelburne","463462.61","3954959.72"
"2021","Lower Sandy Point","Shelburne","254878.78","5248680.79"
"2021","Lower Woods Harbour","Shelburne","2072739.44","121260845.83"
"2021","Lower Woods Harbour","Shelburne","1862791.22","37186661.17"
"2021","Lower Woods Harbour","Shelburne",,
"2021","Newellton","Shelburne","819053.81","18049533.60"
"2021","Osborne Harbour","Shelburne",,
"2021","Port La Tour","Shelburne","1456175.94","17088208.07"
"2021","Seal Point","Shelburne","198930.45","4490068.55"
"2021","Shag Harbour","Shelburne","1771381.99","12265775.78"
"2021","Shag Harbour","Shelburne",,
"2021","Shelburne","Shelburne","193779.94","3640179.62"
"2021","South Side","Shelburne","338532.96","6737360.19"
"2021","Stoney Island","Shelburne","449556.40","9972555.94"
"2021","Swims Point","Shelburne","393826.73","3919718.35"
"2021","Upper Port La Tour","Shelburne",,
"2021","West Green Harbour","Shelburne","68049.68","1529862.76"
"2021","West Head","Shelburne","1961335.67","34640547.90"
"2021","Other","Shelburne","2036649.39","28670862.50"
"2021","Total for Shelburne County","Shelburne","23570474.44","477100867.10"
"2021","Bay St. Lawrence","Victoria",,
"2021","Big Bras D'or","Victoria",,
"2021","Dingwall","Victoria","263559.62","4778206.19"
"2021","Englishtown","Victoria",,
"2021","Ingonish","Victoria",,
"2021","Ingonish Beach","Victoria",,
"2021","Ingonish Ferry","Victoria",,
"2021","Iona","Victoria",,
"2021","Little River","Victoria",,
"2021","Neils Harbour","Victoria",,
"2021","New Campbellton","Victoria",,
"2021","New Haven","Victoria",,
"2021","Nyanza","Victoria",,
"2021","Smelt Book","Victoria",,
"2021","White Point","Victoria",,
"2021","Wreck Cove","Victoria",,
"2021","Other","Victoria",,
"2021","Total for Victoria County","Victoria","2009096.81","37432083.23"
"2021","Abbotts Harbour","Yarmouth","723939.86","42968539.94"
"2021","Abrams River","Yarmouth",,
"2021","Camp Cove","Yarmouth","2035144.84","60840849.87"
"2021","Chebogue","Yarmouth","368608.37","1038642.82"
"2021","Chegoggin","Yarmouth",,
"2021","Chegoggin Point","Yarmouth",,
"2021","Dennis Point","Yarmouth","18898639.86","87365979.40"
"2021","Glenwood","Yarmouth","577092.86","157515.48"
"2021","Hubbards Point","Yarmouth",,
"2021","Ledge Harbour","Yarmouth",,
"2021","Little River Harbour","Yarmouth","1737387.49","15171254.94"
"2021","Lower East Pubnico","Yarmouth","5729814.48","51735795.84"
"2021","Lower Wedgeport Tuna Wharf","Yarmouth",,
"2021","Morris Island","Yarmouth",,
"2021","Pinkneys Point","Yarmouth","2274790.02","14848406.80"
"2021","Plymouth","Yarmouth",,
"2021","Port Maitland","Yarmouth",,
"2021","Rocco Point","Yarmouth",,
"2021","Sanford","Yarmouth","409252.03","8943959.38"
"2021","Sluice Point","Yarmouth",,
"2021","Surettes Island","Yarmouth",,
"2021","Wedge Point","Yarmouth","3556318.70","24918882.60"
"2021","Yarmouth Bar","Yarmouth","3011473.25","51521203.90"
"2021","Other","Yarmouth","9960478.86","167764644.00"
"2021","Total for Yarmouth County","Yarmouth","56093801.07","498459132.11"
"2022","Anderson Cove","Annapolis",,
"2022","Battery Point","Annapolis",,
"2022","Delaps Cove","Annapolis",,
"2022","Hampton","Annapolis",,
"2022","Margaretsville","Annapolis",,
"2022","Parkers Cove","Annapolis","221600.10","3661802.40"
"2022","Port Lorne","Annapolis",,
"2022","Other","Annapolis","46499.21","7111984.70"
"2022","Total for Annapolis County","Annapolis","576300.12","14905310.90"
"2022","Arisaig","Antigonish",,
"2022","Aulds Cove","Antigonish",,
"2022","Ballantynes Cove","Antigonish",,
"2022","Barrios Beach","Antigonish",,
"2022","Bayfield","Antigonish",,
"2022","Cribbons Point","Antigonish",,
"2022","Havre Boucher","Antigonish",,
"2022","Livingstone","Antigonish",,
"2022","Other","Antigonish",,
"2022","Total for Antigonish County","Antigonish","1190944.21","21371052.22"
"2022","Alder Point","Cape Breton","474211.90","8373490.40"
"2022","Crane Cove","Cape Breton",,
"2022","Gabarus","Cape Breton",,
"2022","Glace Bay","Cape Breton","5519438.90","30067569.00"
"2022","Lingan","Cape Breton",,
"2022","Louisbourg","Cape Breton","3664593.36","24891818.21"
"2022","Main-A-Dieu","Cape Breton","911776.30","16040513.80"
"2022","Marion Bridge","Cape Breton",,
"2022","New Waterford","Cape Breton",,
"2022","North Sydney - Ballast Grounds","Cape Breton","924783.01","18888185.76"
"2022","North Sydney - Marina Breakwater","Cape Breton",,
"2022","Oyster Creek","Cape Breton",,
"2022","Point Aconi","Cape Breton",,
"2022","Port Morien","Cape Breton","583667.67","10497403.04"
"2022","South Bar","Cape Breton",,
"2022","Three Stick Cove","Cape Breton",,
"2022","Victoria Bridge","Cape Breton",,
"2022","Other","Cape Breton","893781.85","12275850.53"
"2022","Total for Cape Breton County","Cape Breton","13482038.23","130345413.50"
"2022","Barrachois","Colchester",,
"2022","Five Islands","Colchester",,
"2022","Other","Colchester",,
"2022","Total for Colchester County","Colchester","125984.51","1926567.82"
"2022","Advocate Harbour","Cumberland","192801.56","3260052.42"
"2022","Apple River","Cumberland",,
"2022","Malagash","Cumberland",,
"2022","Northport","Cumberland",,
"2022","Pugwash","Cumberland",,
"2022","Wallace","Cumberland",,
"2022","Other","Cumberland",,
"2022","Total for Cumberland County","Cumberland","963696.13","13988374.27"
"2022","Cape St. Marys","Digby","202870.84","4479333.34"
"2022","Centerville","Digby",,
"2022","Culloden","Digby",,
"2022","Digby","Digby","3400383.10","60673059.74"
"2022","East Ferry","Digby",,
"2022","Freeport","Digby",,
"2022","Freeport","Digby",,
"2022","Gilberts Cove","Digby",,
"2022","Little River","Digby","671993.19","10375535.71"
"2022","Meteghan","Digby","2035944.89","25823545.88"
"2022","Meteghan River","Digby",,
"2022","Rossway","Digby",,
"2022","Sandy Cove East","Digby","225931.00","4807273.47"
"2022","Saulnierville","Digby","183263.87","2677511.96"
"2022","Tiverton","Digby",,
"2022","Westport","Digby",,
"2022","Weymputh North","Digby",,
"2022","Whale Cove","Digby",,
"2022","Other","Digby","390156.71","2422867.16"
"2022","Total for Digby County","Digby","7917704.87","128219852.55"
"2022","Canso","Guysborough","3670452.46","32358559.15"
"2022","Charlos Cove","Guysborough",,
"2022","Cooks Cove","Guysborough",,
"2022","Dover","Guysborough","737071.13","15662571.34"
"2022","Drum Head","Guysborough",,
"2022","Ecum Secum","Guysborough",,
"2022","Fishermans Harbour","Guysborough",,
"2022","Goldboro","Guysborough",,
"2022","Half Island Cove","Guysborough",,
"2022","Larrys River","Guysborough",,
"2022","Little Harbour","Guysborough",,
"2022","Little Liscomb","Guysborough",,
"2022","Marie Joseph","Guysborough",,
"2022","New Harbour","Guysborough",,
"2022","Pirate Harbour","Guysborough",,
"2022","Port Brickerton East","Guysborough",,
"2022","Port Brickerton West","Guysborough",,
"2022","Port Felix","Guysborough",,
"2022","Queensport","Guysborough",,
"2022","Sonora","Guysborough",,
"2022","Upper Whitehead","Guysborough",,
"2022","Wine Harbour","Guysborough",,
"2022","Other","Guysborough","828819.71","9016911.06"
"2022","Total for Guysborough County","Guysborough","7821456.85","88941490.11"
"2022","Boutiliers Point","Halifax",,
"2022","Carters Point","Halifax",,
"2022","Coopers Point","Halifax",,
"2022","East Chezzetcook","Halifax",,
"2022","East Dover","Halifax",,
"2022","East Jeddor","Halifax",,
"2022","East Petpeswick","Halifax",,
"2022","Eastern Passage","Halifax","266871.06","5443119.90"
"2022","Ecum Secum West","Halifax",,
"2022","Factory Cove","Halifax",,
"2022","Gammons Creek","Halifax",,
"2022","Halifax","Halifax",,
"2022","Indian Harbour","Halifax",,
"2022","Ketch Harbour","Halifax",,
"2022","Little Harbour","Halifax",,
"2022","Ostrea Lake","Halifax",,
"2022","Owls Head","Halifax",,
"2022","Peggys Cove","Halifax",,
"2022","Pleasant Point","Halifax",,
"2022","Prospect","Halifax",,
"2022","Sambro","Halifax","2959656.90","38309861.98"
"2022","Shad Bay","Halifax",,
"2022","Sober Island","Halifax",,
"2022","Terence Bay","Halifax",,
"2022","Three Fathom Harbour","Halifax",,
"2022","West Chezzetcook","Halifax",,
"2022","West Dover","Halifax",,
"2022","Other","Halifax","2999695.69","21222611.35"
"2022","Total for Halifax County","Halifax","11880658.70","108023707.38"
"2022","Other","Hants","113120.45","2097675.22"
"2022","Total for Hants County","Hants","113120.45","2097675.22"
"2022","Cheticamp","Inverness","3619743.09","51118130.91"
"2022","Cheticamp Point","Inverness",,
"2022","Cheticamp - Town Wharf","Inverness",,
"2022","Finlay Point","Inverness",,
"2022","Grand Etang","Inverness",,
"2022","Inverness","Inverness",,
"2022","Judique","Inverness",,
"2022","Little Judique Harbour","Inverness",,
"2022","Little Judique Ponds","Inverness",,
"2022","Mabou Harbour","Inverness","197383.27","3545773.78"
"2022","Marble Mountain","Inverness",,
"2022","Margaree Harbour","Inverness","428709.30","7657093.99"
"2022","Meat Cove","Inverness",,
"2022","Murphys Pond","Inverness",,
"2022","Pleasant Bay","Inverness",,
"2022","Port Hood","Inverness",,
"2022","Port Hood Island","Inverness",,
"2022","Other","Inverness","2647329.07","32285419.28"
"2022","Total for Inverness County","Inverness","8928437.56","125262534.14"
"2022","Halls Harbour","Kings",,
"2022","Harbourville","Kings","93763.60","1621217.44"
"2022","Kingsport","Kings",,
"2022","Pereaux","Kings",,
"2022","Scots Bay","Kings",,
"2022","Other","Kings","437448.21","1130703.71"
"2022","Total for Kings County","Kings","625684.09","4416137.09"
"2022","Aspotogan","Lunenburg",,
"2022","Black Harbour","Lunenburg",,
"2022","Bayport","Lunenburg",,
"2022","Big Tancook Island","Lunenburg",,
"2022","Blandford","Lunenburg",,
"2022","Bush Island","Lunenburg","137500.96","3117779.50"
"2022","Chester Basin","Lunenburg",,
"2022","Feltzen South","Lunenburg",,
"2022","Fox Point","Lunenburg",,
"2022","Kings Bay","Lunenburg",,
"2022","Kraut Point","Lunenburg",,
"2022","Little Harbour","Lunenburg",,
"2022","Lunenburg","Lunenburg",,
"2022","Lunenburg","Lunenburg","24940.31","533833.25"
"2022","Lunenburg","Lunenburg",,
"2022","Mahone Bay","Lunenburg","285445.00","346334.98"
"2022","Mill Cove","Lunenburg",,
"2022","Northwest Cove","Lunenburg",,
"2022","Riverport","Lunenburg",,
"2022","Saw Pit","Lunenburg",,
"2022","Voglers Cove West","Lunenburg",,
"2022","Western Shore","Lunenburg",,
"2022","Other","Lunenburg","827100.39","16954203.74"
"2022","Total for Lunenburg County","Lunenburg","2652223.84","33369719.16"
"2022","Baileys Brook","Pictou",,
"2022","Big Island","Pictou",,
"2022","Cape John","Pictou","337323.50","6900810.69"
"2022","Caribou","Pictou",,
"2022","Caribou Ferry","Pictou","919910.61","786886.89"
"2022","Chance Harbour","Pictou",,
"2022","Little Harbour","Pictou",,
"2022","Merigomish","Pictou",,
"2022","Pictou Island","Pictou",,
"2022","Pictou Landing","Pictou",,
"2022","Skinners Cove","Pictou",,
"2022","Toney River","Pictou",,
"2022","Other","Pictou",,
"2022","Total for Pictou County","Pictou","6596412.82","38552718.04"
"2022","Brooklyn Fisherman's Wharf","Queens",,
"2022","East Side Port L'Hebert","Queens","732850.89","2846552.40"
"2022","Hunts Point","Queens",,
"2022","Moose Harbour","Queens","53709.03","1158195.34"
"2022","Port Medway","Queens","71661.65","1498823.82"
"2022","Port Mouton","Queens","3862070.10","13881460.95"
"2022","South West Port Mouton","Queens",,
"2022","St. Catherines River","Queens",,
"2022","Volgers Cove","Queens",,
"2022","West Berlin","Queens",,
"2022","Other","Queens","3172602.10","24622551.22"
"2022","Total for Queens County","Queens","8064619.38","47524529.44"
"2022","Arichat","Richmond","2350185.30","24120382.34"
"2022","Arrow Point","Richmond",,
"2022","Chapel Cove","Richmond",,
"2022","D'escousse","Richmond",,
"2022","Fourchu","Richmond",,
"2022","Janvrin Harbour","Richmond",,
"2022","L'Archeveque","Richmond",,
"2022","Poirierville","Richmond",,
"2022","River Bourgeois","Richmond",,
"2022","Other","Richmond",,
"2022","Total for Richmond County","Richmond","5596413.12","83784783.57"
"2022","Allendale","Shelburne",,
"2022","Bear Point","Shelburne","635350.85","3147351.00"
"2022","Cape Negro","Shelburne",,
"2022","Clark's Harbour","Shelburne","1860891.70","19494070.56"
"2022","Cripple Creek","Shelburne","196363.60","4499789.88"
"2022","Forbes Point","Shelburne",,
"2022","Gunning Cove","Shelburne","1448672.20","10899194.84"
"2022","Ingomar","Shelburne","1465564.40","20032165.91"
"2022","Jones Harbour","Shelburne","79838.55","1729372.22"
"2022","Little Harbour","Shelburne","115784.82","2482882.19"
"2022","Lockeport","Shelburne","616148.94","13668940.19"
"2022","Lower Jordan Bay","Shelburne","413928.55","6379945.19"
"2022","Lower Sandy Point","Shelburne","248147.15","4548884.85"
"2022","Lower Woods Harbour","Shelburne","2022490.40","9449080.37"
"2022","Lower Woods Harbour","Shelburne","1349493.40","25583911.38"
"2022","Lower Woods Harbour","Shelburne",,
"2022","Newellton","Shelburne","809432.65","12035212.86"
"2022","Osborne Harbour","Shelburne",,
"2022","Port La Tour","Shelburne","1418719.20","13092222.92"
"2022","Seal Island","Shelburne",,
"2022","Seal Island","Shelburne",,
"2022","Seal Point","Shelburne","132928.59","2592419.12"
"2022","Shag Harbour","Shelburne","1598585.95","8331117.31"
"2022","Shag Harbour","Shelburne",,
"2022","Shelburne","Shelburne","66980.57","1114293.84"
"2022","South Side","Shelburne","268120.49","5118667.16"
"2022","Stoney Island","Shelburne","226030.79","4690945.78"
"2022","Swims Point","Shelburne","67487.23","1542433.46"
"2022","Upper Port La Tour","Shelburne","306825.96","3655162.45"
"2022","West Green Harbour","Shelburne","124398.06","2311422.45"
"2022","West Head","Shelburne","1760036.92","24932206.81"
"2022","Other","Shelburne","1742909.76","12462661.39"
"2022","Total for Shelburne County","Shelburne","19333189.88","218911052.86"
"2022","Bay St. Lawrence","Victoria",,
"2022","Big Bras D'or","Victoria",,
"2022","Dingwall","Victoria","307931.36","5236985.93"
"2022","Englishtown","Victoria",,
"2022","Ingonish","Victoria",,
"2022","Ingonish Beach","Victoria",,
"2022","Ingonish Ferry","Victoria",,
"2022","Iona","Victoria",,
"2022","Little River","Victoria",,
"2022","Neils Harbour","Victoria",,
"2022","New Campbellton","Victoria",,
"2022","New Haven","Victoria",,
"2022","Nyanza","Victoria",,
"2022","Smelt Book","Victoria",,
"2022","White Point","Victoria",,
"2022","Wreck Cove","Victoria",,
"2022","Other","Victoria",,
"2022","Total for Victoria County","Victoria","2134022.01","33788779.99"
"2022","Abbotts Harbour","Yarmouth","268421.91","3911342.46"
"2022","Abrams River","Yarmouth",,
"2022","Camp Cove","Yarmouth","1707069.90","17117677.89"
"2022","Chebogue","Yarmouth","554978.42","1703633.69"
"2022","Chegoggin","Yarmouth",,
"2022","Chegoggin Point","Yarmouth",,
"2022","Dennis Point","Yarmouth","14615693.62","63874637.68"
"2022","Glenwood","Yarmouth",,
"2022","Hubbards Point","Yarmouth",,
"2022","Ledge Harbour","Yarmouth",,
"2022","Little River Harbour","Yarmouth","2195334.00","15264972.50"
"2022","Lower East Pubnico","Yarmouth","5260808.06","40169956.04"
"2022","Lower Wedgeport Tuna Wharf","Yarmouth","2717507.30","747604.38"
"2022","Morris Island","Yarmouth",,
"2022","Pinkneys Point","Yarmouth","2382840.78","12721567.47"
"2022","Plymouth","Yarmouth",,
"2022","Port Maitland","Yarmouth","79555.04","1814326.46"
"2022","Rocco Point","Yarmouth",,
"2022","Sanford","Yarmouth","323144.61","6871423.76"
"2022","Sluice Point","Yarmouth",,
"2022","Surettes Island","Yarmouth",,
"2022","Wedge Point","Yarmouth","3387654.84","22375881.35"
"2022","Yarmouth Bar","Yarmouth","1962301.64","26954741.77"
"2022","Other","Yarmouth","7659040.09","3119302.70"
"2022","Total for Yarmouth County","Yarmouth","48885134.02","238033595.13"
"2023","Anderson Cove","Annapolis",,
"2023","Battery Point","Annapolis","194144.00","1225049.12"
"2023","Delaps Cove","Annapolis",,
"2023","Hampton","Annapolis",,
"2023","Margaretsville","Annapolis",,
"2023","Parkers Cove","Annapolis",,
"2023","Port Lorne","Annapolis",,
"2023","Other","Annapolis",,
"2023","Total for Annapolis County","Annapolis","924225.17","12929688.76"
"2023","Arisaig","Antigonish",,
"2023","Aulds Cove","Antigonish",,
"2023","Ballantynes Cove","Antigonish","432682.00","3248437.76"
"2023","Barrios Beach","Antigonish",,
"2023","Bayfield","Antigonish",,
"2023","Cribbons Point","Antigonish","503130.00","3828987.00"
"2023","Havre Boucher","Antigonish",,
"2023","Livingstone","Antigonish",,
"2023","Other","Antigonish",,
"2023","Total for Antigonish County","Antigonish","2267429.00","17176806.50"
"2023","Alder Point","Cape Breton","1315243.00","9564373.77"
"2023","Crane Cove","Cape Breton",,
"2023","Gabarus","Cape Breton",,
"2023","Glace Bay","Cape Breton","14146102.50","27684448.54"
"2023","Lingan","Cape Breton",,
"2023","Louisbourg","Cape Breton","9680432.00","28145138.59"
"2023","Main-A-Dieu","Cape Breton","2071943.00","16739493.04"
"2023","Marion Bridge","Cape Breton",,
"2023","New Waterford","Cape Breton",,
"2023","North Sydney - Ballast Grounds","Cape Breton","1254260.00","9470442.73"
"2023","North Sydney - Marina Breakwater","Cape Breton",,
"2023","Oyster Creek","Cape Breton",,
"2023","Point Aconi","Cape Breton",,
"2023","Port Morien","Cape Breton",,
"2023","South Bar","Cape Breton",,
"2023","Three Stick Cove","Cape Breton",,
"2023","Victoria Bridge","Cape Breton",,
"2023","Other","Cape Breton","863950.55","6907094.67"
"2023","Total for Cape Breton County","Cape Breton","32404702.05","123801709.62"
"2023","Barrachois","Colchester",,
"2023","Five Islands","Colchester",,
"2023","Other","Colchester",,
"2023","Total for Colchester County","Colchester","220110.50","347774.59"
"2023","Advocate Harbour","Cumberland","222734.00","2072218.76"
"2023","Apple River","Cumberland",,
"2023","Malagash","Cumberland",,
"2023","Northport","Cumberland",,
"2023","Pugwash","Cumberland",,
"2023","Wallace","Cumberland",,
"2023","Other","Cumberland",,
"2023","Total for Cumberland County","Cumberland","1769065.00","13832861.17"
"2023","Cape St. Marys","Digby","543364.00","5790340.93"
"2023","Centerville","Digby","22032.00","212434.61"
"2023","Culloden","Digby",,
"2023","Digby","Digby","7130668.80","78597445.22"
"2023","East Ferry","Digby",,
"2023","Freeport","Digby",,
"2023","Freeport","Digby",,
"2023","Gilberts Cove","Digby",,
"2023","Little River","Digby","1744833.00","11433900.46"
"2023","Meteghan","Digby","5744946.90","32024217.30"
"2023","Meteghan River","Digby",,
"2023","Rossway","Digby",,
"2023","Sandy Cove East","Digby","297922.00","3347753.09"
"2023","Saulnierville","Digby","206040.00","2215454.71"
"2023","Tiverton","Digby",,
"2023","Westport","Digby","1017602.00","9022500.18"
"2023","Weymputh North","Digby",,
"2023","Whale Cove","Digby",,
"2023","Other","Digby",,
"2023","Total for Digby County","Digby","18312776.38","152509446.42"
"2023","Canso","Guysborough","6537203.00","22069349.41"
"2023","Charlos Cove","Guysborough",,
"2023","Cooks Cove","Guysborough",,
"2023","Dover","Guysborough",,
"2023","Drum Head","Guysborough",,
"2023","Ecum Secum","Guysborough",,
"2023","Fishermans Harbour","Guysborough",,
"2023","Goldboro","Guysborough",,
"2023","Half Island Cove","Guysborough",,
"2023","Larrys River","Guysborough","3719542.00","9611940.16"
"2023","Little Harbour","Guysborough",,
"2023","Little Liscomb","Guysborough",,
"2023","Marie Joseph","Guysborough",,
"2023","New Harbour","Guysborough",,
"2023","Pirate Harbour","Guysborough",,
"2023","Port Brickerton East","Guysborough",,
"2023","Port Brickerton West","Guysborough",,
"2023","Port Felix","Guysborough",,
"2023","Queensport","Guysborough",,
"2023","Sonora","Guysborough",,
"2023","Upper Whitehead","Guysborough",,
"2023","Wine Harbour","Guysborough",,
"2023","Other","Guysborough",,
"2023","Total for Guysborough County","Guysborough","15443506.03","64098308.67"
"2023","Boutiliers Point","Halifax",,
"2023","Carters Point","Halifax",,
"2023","Coopers Point","Halifax",,
"2023","East Chezzetcook","Halifax",,
"2023","East Dover","Halifax",,
"2023","East Jeddor","Halifax",,
"2023","East Petpeswick","Halifax",,
"2023","Eastern Passage","Halifax","688436.19","6950739.16"
"2023","Ecum Secum West","Halifax",,
"2023","Factory Cove","Halifax",,
"2023","Gammons Creek","Halifax",,
"2023","Halifax","Halifax","1651439.05","8748489.78"
"2023","Indian Harbour","Halifax",,
"2023","Ketch Harbour","Halifax",,
"2023","Little Harbour","Halifax",,
"2023","Ostrea Lake","Halifax",,
"2023","Owls Head","Halifax",,
"2023","Peggys Cove","Halifax",,
"2023","Pleasant Point","Halifax",,
"2023","Prospect","Halifax",,
"2023","Sambro","Halifax","7301989.50","40989379.40"
"2023","Shad Bay","Halifax",,
"2023","Sober Island","Halifax",,
"2023","Terence Bay","Halifax",,
"2023","Three Fathom Harbour","Halifax",,
"2023","West Chezzetcook","Halifax",,
"2023","West Dover","Halifax","51401.00","589605.76"
"2023","Other","Halifax","3517273.63","13769336.66"
"2023","Total for Halifax County","Halifax","20159891.93","100982312.71"
"2023","Other","Hants",,
"2023","Total for Hants County","Hants",,
"2023","Cheticamp","Inverness",,
"2023","Cheticamp Point","Inverness",,
"2023","Cheticamp - Town Wharf","Inverness",,
"2023","Finlay Point","Inverness",,
"2023","Grand Etang","Inverness",,
"2023","Inverness","Inverness",,
"2023","Judique","Inverness",,
"2023","Little Judique Harbour","Inverness",,
"2023","Little Judique Ponds","Inverness",,
"2023","Mabou Harbour","Inverness",,
"2023","Marble Mountain","Inverness",,
"2023","Margaree Harbour","Inverness",,
"2023","Meat Cove","Inverness",,
"2023","Murphys Pond","Inverness",,
"2023","Pleasant Bay","Inverness",,
"2023","Port Hood","Inverness",,
"2023","Port Hood Island","Inverness",,
"2023","Other","Inverness","3340858.00","11050423.10"
"2023","Total for Inverness County","Inverness","14590897.29","62512128.52"
"2023","Halls Harbour","Kings",,
"2023","Harbourville","Kings","154512.00","1495471.93"
"2023","Kingsport","Kings",,
"2023","Pereaux","Kings",,
"2023","Scots Bay","Kings",,
"2023","Other","Kings",,
"2023","Total for Kings County","Kings","1410333.00","6309678.60"
"2023","Aspotogan","Lunenburg",,
"2023","Black Harbour","Lunenburg",,
"2023","Bayport","Lunenburg",,
