proj_no,proj_name,loc_desc,work_desc,category,category_norm,asset_type,year,lat,lon
CRU01079,Other Road Related Works,Waverley Rd Under Hwy 118,Guiderail,Roads & Active Transportation,Roads,(unspecified),2018,44.743408,-63.560405
CTU00420,Active Transportation - Strategic Projects,Africville,AT Planning Studies,Roads & Active Transportation,Roads,(unspecified),2018,44.675145,-63.617711
CTU00420,Active Transportation - Strategic Projects,Ahern Ave,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.647546,-63.58381
CTU00420,Active Transportation - Strategic Projects,Allan St and Oak St,Bikeway,Roads & Active Transportation,Roads,(unspecified),2018,44.647076,-63.600522
CTU00420,Active Transportation - Strategic Projects,Almon St,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.657078,-63.599132
CTU00420,Active Transportation - Strategic Projects,Athorpe Dr,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.673941,-63.536423
CTU00420,Active Transportation - Strategic Projects,Atlantic St,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.65223,-63.541842
CTU00420,Active Transportation - Strategic Projects,Atlantic View Trail,Trail upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.644769,-63.334421
CTU00420,Active Transportation - Strategic Projects,Auburn Dr,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.691482,-63.484655
CTU00420,Active Transportation - Strategic Projects,Auburn Dr,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.693313,-63.489032
CTU00420,Active Transportation - Strategic Projects,Barrington Greenway,Greenway planning,Roads & Active Transportation,Roads,(unspecified),2018,44.661139,-63.590448
CTU00420,Active Transportation - Strategic Projects,Beaver Bank to Canopy Creek,Greenway - Planning and design,Roads & Active Transportation,Roads,(unspecified),2018,44.78964,-63.681396
CTU00420,Active Transportation - Strategic Projects,"Beechville, Lakeside, Timberlea Trail",Trail upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.664849,-63.755583
CTU00420,Active Transportation - Strategic Projects,"Beechville, Lakeside, Timberlea Trail",Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.664849,-63.755583
CTU00420,Active Transportation - Strategic Projects,Bell/Ahern,Functional Study - AT Planning,Roads & Active Transportation,Roads,(unspecified),2018,44.645719,-63.583468
CTU00420,Active Transportation - Strategic Projects,Bell/Summer/Trollope,Functional Study - AT Planning,Roads & Active Transportation,Roads,(unspecified),2018,44.646864,-63.585998
CTU00420,Active Transportation - Strategic Projects,Bissett Greenway,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.670476,-63.47622
CTU00420,Active Transportation - Strategic Projects,Booth St,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.687497,-63.525217
CTU00420,Active Transportation - Strategic Projects,Broad and Gary Martin,Bedford West Greenways (Sidewalk Oversizing),Roads & Active Transportation,Roads,(unspecified),2018,44.716278,-63.70627
CTU00420,Active Transportation - Strategic Projects,Brunswick,AT Planning Studies,Roads & Active Transportation,Roads,(unspecified),2018,44.65177,-63.579763
CTU00420,Active Transportation - Strategic Projects,Burnside Dr Greenway,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.708008,-63.587921
CTU00420,Active Transportation - Strategic Projects,Chain of Lakes Greenway,Railing System,Roads & Active Transportation,Roads,(unspecified),2018,44.639452,-63.660477
CTU00420,Active Transportation - Strategic Projects,Chain of Lakes Greenway,Wayfinding Signage and Enhancements,Roads & Active Transportation,Roads,(unspecified),2018,44.640075,-63.662212
CTU00420,Active Transportation - Strategic Projects,Clyde St,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.66273,-63.549594
CTU00420,Active Transportation - Strategic Projects,Coronation Ave,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.651617,-63.646641
CTU00420,Active Transportation - Strategic Projects,Coronation Ave,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.652851,-63.643877
CTU00420,Active Transportation - Strategic Projects,Crimson Dr to Sackville Lakes Park Parking Lot,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.771573,-63.657931
CTU00420,Active Transportation - Strategic Projects,Dartmouth Common,Park Upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.66812,-63.575517
CTU00420,Active Transportation - Strategic Projects,Dartmouth Harbourfront Greenway (Ochterloney),Greenway,Roads & Active Transportation,Roads,(unspecified),2018,44.66501,-63.570327
CTU00420,Active Transportation - Strategic Projects,Downtown Fall River,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.818384,-63.610281
CTU00420,Active Transportation - Strategic Projects,Eastview Dr,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.628181,-63.614111
CTU00420,Active Transportation - Strategic Projects,Estates Rd,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.654736,-63.541622
CTU00420,Active Transportation - Strategic Projects,Fall River Rd and Lockview Rd,Fall River Rd and Lockview Rd (Halifax Water Integration),Roads & Active Transportation,Roads,(unspecified),2018,44.817246,-63.615948
CTU00420,Active Transportation - Strategic Projects,Forest Hills Parkway,Parkway - design,Roads & Active Transportation,Roads,(unspecified),2018,44.682822,-63.491074
CTU00420,Active Transportation - Strategic Projects,Ft. Sackville Walkway & Bedford-Sackville Connector,Greenway - Planning and design,Roads & Active Transportation,Roads,(unspecified),2018,44.734389,-63.657576
CTU00420,Active Transportation - Strategic Projects,Gaetz Brook AT Greenway,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.778844,-63.202256
CTU00420,Active Transportation - Strategic Projects,Highway Trunk 7,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.702763,-63.471537
CTU00420,Active Transportation - Strategic Projects,Highway Trunk 7,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.702857,-63.471035
CTU00420,Active Transportation - Strategic Projects,Kennedy Dr,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.691094,-63.528741
CTU00420,Active Transportation - Strategic Projects,Main Ave,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.656354,-63.641615
CTU00420,Active Transportation - Strategic Projects,Mainland North Connector Active Greenway Transportation Upgrade,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.650503,-63.651597
CTU00420,Active Transportation - Strategic Projects,Marine Drive,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.627842,-63.596462
CTU00420,Active Transportation - Strategic Projects,Micmac and 111,Park Upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.693224,-63.560955
CTU00420,Active Transportation - Strategic Projects,Morris - University Bikeway,Bikeway planning,Roads & Active Transportation,Roads,(unspecified),2018,44.639899,-63.578563
CTU00420,Active Transportation - Strategic Projects,Mount Hope Ave,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.655542,-63.54341
CTU00420,Active Transportation - Strategic Projects,Mount Hope Ave,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.656697,-63.541323
CTU00420,Active Transportation - Strategic Projects,Musquodoboit Harbour Railway Museum,Greenway - Planning and design,Roads & Active Transportation,Roads,(unspecified),2018,44.786421,-63.148483
CTU00420,Active Transportation - Strategic Projects,Musquodoboit Trailway,Trail upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.784511,-63.157995
CTU00420,Active Transportation - Strategic Projects,North Preston,Functional Study - AT Planning,Roads & Active Transportation,Roads,(unspecified),2018,44.743324,-63.464578
CTU00420,Active Transportation - Strategic Projects,North St,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.656133,-63.592787
CTU00420,Active Transportation - Strategic Projects,North West Arm Greenway,Greenway - design,Roads & Active Transportation,Roads,(unspecified),2018,44.637491,-63.637699
CTU00420,Active Transportation - Strategic Projects,Porter's Lake Metro X,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.734814,-63.28609
CTU00420,Active Transportation - Strategic Projects,Rainnie,AT Planning Studies,Roads & Active Transportation,Roads,(unspecified),2018,44.649383,-63.582298
CTU00420,Active Transportation - Strategic Projects,Sackville Greenway,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.774988,-63.688844
CTU00420,Active Transportation - Strategic Projects,Sackville-Bedford Greenway,Trail,Roads & Active Transportation,Roads,(unspecified),2018,44.73892,-63.655356
CTU00420,Active Transportation - Strategic Projects,Salt Marsh Trail,Trail upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.64693,-63.423783
CTU00420,Active Transportation - Strategic Projects,Sinclair St,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.674353,-63.559036
CTU00420,Active Transportation - Strategic Projects,South Park St,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.638159,-63.577755
CTU00420,Active Transportation - Strategic Projects,St. Margaret's Bay Trail,Trail upgrades,Roads & Active Transportation,Roads,(unspecified),2018,44.694213,-63.886535
CTU00420,Active Transportation - Strategic Projects,Vernon St and Seymour St,Bikeway,Roads & Active Transportation,Roads,(unspecified),2018,44.641406,-63.591033
CTU00420,Active Transportation - Strategic Projects,"Welsford, Allan, Windsor, North Common Connections",Functional Study - AT Planning,Roads & Active Transportation,Roads,(unspecified),2018,44.64882,-63.593667
CTU00420,Active Transportation - Strategic Projects,Windmill Rd,New Sidewalk,Roads & Active Transportation,Roads,(unspecified),2018,44.699529,-63.606232
CTU00420,Active Transportation - Strategic Projects,Windmill Rd,Multi-Use Pathway,Roads & Active Transportation,Roads,(unspecified),2018,44.696304,-63.602033
CTU00420,Active Transportation - Strategic Projects,Wyse Rd,Bike Lane,Roads & Active Transportation,Roads,(unspecified),2018,44.674285,-63.584528
CR000009,Street Recapitalization,Akerley Blvd (Joseph Zatzman - Burnside Dr),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.713159,-63.595434
CR000009,Street Recapitalization,Andrew St (Dutch Village - Percy),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.656867,-63.631262
CR000009,Street Recapitalization,Auburn Dr (Leander - Quindora),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.692118,-63.485194
CR000009,Street Recapitalization,Aurora Ave (Seaview - Cul De Sac) & Seaview Ave (Circle - Aurora),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.623407,-63.616176
CR000009,Street Recapitalization,Banbury Cl (Chartwell - Cul De Sac) & Brockhurst Cl(Chartwell - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.666193,-63.654666
CR000009,Street Recapitalization,Bluewater Rd (Topsail - Civic 177),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.72235,-63.710328
CR000009,Street Recapitalization,Canterbury Cl (Chartwell - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.665731,-63.653193
CR000009,Street Recapitalization,Cartaret St (Oakland - South),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.634407,-63.5881
CR000009,Street Recapitalization,Chadwick St (Pleasant - Glenview),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.65913,-63.54801
CR000009,Street Recapitalization,Chessvale Cl (Chartwell - Cul De Sac) & Chartwell Lane (Lincoln Cross - Lincoln Cross),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.667294,-63.65346
CR000009,Street Recapitalization,Clifton St (North - St Albans),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.654587,-63.597461
CR000009,Street Recapitalization,Colonna Pl (Appian - Montebello),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.699547,-63.539769
CR000009,Street Recapitalization,Command Crt (Bluewater - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.722135,-63.711976
CR000009,Street Recapitalization,Dartmoor Cres (Dartmouth - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.726222,-63.643789
CR000009,Street Recapitalization,Davis St (South - Fraser),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.635741,-63.585985
CR000009,Street Recapitalization,Dorothy Cres (Johnson - Johnson),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.649308,-63.736147
CR000009,Street Recapitalization,Downey Rd (Simmonds - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.748508,-63.465507
CR000009,Street Recapitalization,Downing St (Castle Hill - Julie's Walk),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.685394,-63.668905
CR000009,Street Recapitalization,Drumdonald Rd (Abbey - Shepherd),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.625284,-63.620532
CR000009,Street Recapitalization,Edgehill Rd (Quarry - Fenwood),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.635957,-63.630615
CR000009,Street Recapitalization,Forest Hills Pkwy (Main - Cole Harbour Place),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.68975,-63.493956
CR000009,Street Recapitalization,Forestglen Dr (Trunk 3 - James),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.658204,-63.745227
CR000009,Street Recapitalization,Gladstone St (Almon - Charles),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.653509,-63.598129
CR000009,Street Recapitalization,Golf Links Rd (Eaglewood - Shore),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.724836,-63.654378
CR000009,Street Recapitalization,Hemming Crt (Stuart Harris - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.687114,-63.508157
CR000009,Street Recapitalization,Herbert Rd (Quarry - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.636347,-63.631291
CR000009,Street Recapitalization,Herring Cove Rd (Greystone - Civic 580),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.602795,-63.61049
CR000009,Street Recapitalization,Hilchie Rd (Parkstone - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.68174,-63.592638
CR000009,Street Recapitalization,Iris Ave (Herring Cove - Lockwood),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.583591,-63.583701
CR000009,Street Recapitalization,Joe St (Waverley - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.74755,-63.562562
CR000009,Street Recapitalization,Julie's Walk (Downing - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.684976,-63.667629
CR000009,Street Recapitalization,King St (North - St Albans),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.655074,-63.596792
CR000009,Street Recapitalization,Kingswood Dr (Hammonds Plains - Hannah Elise),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.712987,-63.75161
CR000009,Street Recapitalization,Kirtland Crt (Circassion - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.680336,-63.499014
CR000009,Street Recapitalization,Lakeview Dr (Trunk 3 - Maplegrove),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.644251,-63.711158
CR000009,Street Recapitalization,Leander Dr (Auburn - Broom),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.692599,-63.484974
CR000009,Street Recapitalization,Lockwood Ave (Iris - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.584418,-63.58207
CR000009,Street Recapitalization,Lucasville Rd (Pockwock Watermain - Waterstone Run),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.753242,-63.737879
CR000009,Street Recapitalization,Maple Grove Ave (Lakeview - Parkdale),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.643748,-63.712856
CR000009,Street Recapitalization,MicMac Blvd (Mall Entry at Kent - Hwy 111 Ramp),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.686458,-63.554622
CR000009,Street Recapitalization,Mulberry Crt (Sycamore - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.772996,-63.680914
CR000009,Street Recapitalization,Murray Pl (Studley - Cartaret),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.634804,-63.589142
CR000009,Street Recapitalization,Parkstone Rd (Windmill - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.680397,-63.594501
CR000009,Street Recapitalization,Parkstone Terr (Parkstone - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.68114,-63.593338
CR000009,Street Recapitalization,Percy St (Dutch Village - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.658341,-63.630081
CR000009,Street Recapitalization,Pernix Crt (Arklow - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.679043,-63.484546
CR000009,Street Recapitalization,Prince Albert Rd (Ochterloney - Bolton),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.671971,-63.562702
CR000009,Street Recapitalization,Quaker Cres (First Lake - Loops Itself),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.777128,-63.66601
CR000009,Street Recapitalization,Quarry Rd (St Margaret's Bay - Herbert),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.633986,-63.631693
CR000009,Street Recapitalization,Queens Crt (Quaker - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.778412,-63.666277
CR000009,Street Recapitalization,Quinn Dr (Polara - Quaker),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.779507,-63.668154
CR000009,Street Recapitalization,Raymond Dr (Sycamore - Glendale),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.774599,-63.676947
CR000009,Street Recapitalization,Romans Ave (Bayers - Federal),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.653229,-63.621699
CR000009,Street Recapitalization,Ronald Crt (Wanda - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.679411,-63.52396
CR000009,Street Recapitalization,Rosley Rd (Beaver Bank - End of Asphalt),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.845028,-63.687406
CR000009,Street Recapitalization,Ruth Dr (Stuart Harris - Ellen),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.685883,-63.507382
CR000009,Street Recapitalization,Sabra Crt (Sarah - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.688136,-63.503208
CR000009,Street Recapitalization,Sandhurst Cl (Chartwell - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.664836,-63.652284
CR000009,Street Recapitalization,Sarah Cres (Cranberry - Tantling),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.688638,-63.503882
CR000009,Street Recapitalization,Savona Crt (Circassion - End),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.67713,-63.49421
CR000009,Street Recapitalization,Seth Aaron Dr (Hannah Elise - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.716619,-63.750664
CR000009,Street Recapitalization,Shepherd Rd (Ridge Valley - Highfield),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.626281,-63.620363
CR000009,Street Recapitalization,Shore Rd (Cow Bay - Oceanlea),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.607239,-63.490021
CR000009,Street Recapitalization,Silverside Dr (Waverley - Rolling Hills),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.772899,-63.580976
CR000009,Street Recapitalization,Sunrise Hill (Meadowbrook - Basinview),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.728427,-63.677328
CR000009,Street Recapitalization,Sybyl Crt (Willett - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.655731,-63.64699
CR000009,Street Recapitalization,Sycamore Crt (Sycamore - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.773909,-63.681831
CR000009,Street Recapitalization,Sycamore Ln (Riverside - Raymond),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.773693,-63.681316
CR000009,Street Recapitalization,Tantling Cres (Sarah - Wildwood),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.686588,-63.499955
CR000009,Street Recapitalization,Tobin Dr (Wanda - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.679398,-63.523116
CR000009,Street Recapitalization,Tower Rd (South - Inglis),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.636152,-63.578457
CR000009,Street Recapitalization,Walsh Crt (Quarry - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.635315,-63.632224
CR000009,Street Recapitalization,Wanda Ln (Mount Edward - Bellevista),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.680336,-63.522956
CR000009,Street Recapitalization,Wendover Cl (Chartwell - Cul De Sac),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.666922,-63.655688
CR000009,Street Recapitalization,Windrock Dr (Basinview - Sunrise Hill),Street recapitalization,Roads & Active Transportation,Roads,(unspecified),2019,44.730047,-63.677263
CR180001,AT - Strategic Projects,Akerley Blvd (Joseph Zatzman - Bus Stops),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.711747,-63.599268
CR180001,AT - Strategic Projects,Almon St (Windsor - Gottingen),New bicycle AT infrastructure,Roads & Active Transportation,Roads,(unspecified),2019,44.656393,-63.599953
CR180001,AT - Strategic Projects,Astral Dr (428 Astral - 488 Astral),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.64869,-63.470574
CR180001,AT - Strategic Projects,BLT (KM 11 Five Bridges Jr High - KM 13 Trail crossing with Hwy 3),Resurfacing & ditching in KM 7,Roads & Active Transportation,Roads,(unspecified),2019,44.658963,-63.66534
CR180001,AT - Strategic Projects,Blue Forest Lane to Kingswood Drive,New multi-use pathway,Roads & Active Transportation,Roads,(unspecified),2019,44.716646,-63.728786
CR180001,AT - Strategic Projects,CHPTA (Cole Harbour Heritage Greenway) & Shearwater Flyer,Cole Harbour Heritage Greenway amenities & Resurfacing,Roads & Active Transportation,Roads,(unspecified),2019,44.662335,-63.46452
CR180001,AT - Strategic Projects,Chadwick St (Pleasant - Glenview) & Glenview Dr (Chadwick - Renfrew),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.660923,-63.545421
CR180001,AT - Strategic Projects,Colby Dr (Hampton Green - Hardisty),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.667699,-63.490951
CR180001,AT - Strategic Projects,Colindale St (Pearl - Purcell's Cove),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.631086,-63.610575
CR180001,AT - Strategic Projects,Forestglen Dr (Trunk 3 - James),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.659014,-63.745269
CR180001,AT - Strategic Projects,Halifax Mainland Linear Parkway (Canada Games Centre Parking Lot),Replace wayfinding map,Roads & Active Transportation,Roads,(unspecified),2019,44.659642,-63.664293
CR180001,AT - Strategic Projects,Herring Cove Road (Greystone - Civic 565),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.596887,-63.602398
CR180001,AT - Strategic Projects,Herring Cove Road (Lynnette - Civic 554),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.601732,-63.608855
CR180001,AT - Strategic Projects,Hollis St (Barrington - Cogswell Area),New bicycle AT infrastructure,Roads & Active Transportation,Roads,(unspecified),2019,44.649817,-63.57396
CR180001,AT - Strategic Projects,Isleville/Kaye/Young Intersection,New bicycle AT infrastructure,Roads & Active Transportation,Roads,(unspecified),2019,44.661478,-63.599912
CR180001,AT - Strategic Projects,Lakeview Dr (Maplegrove - Trunk 3),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.643452,-63.710971
CR180001,AT - Strategic Projects,SWEPS - Lake William Trail Bridge,Lake William Bridge,Roads & Active Transportation,Roads,(unspecified),2019,44.759033,-63.574279
CR180001,AT - Strategic Projects,Salt Marsh Trail (Bissett Rd - West Lawrencetown Rd),Re-rocking,Roads & Active Transportation,Roads,(unspecified),2019,44.62848,-63.493082
CR180001,AT - Strategic Projects,Shore Rd (Cow Bay - Government Wharf),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.610308,-63.492804
CR180001,AT - Strategic Projects,Tobin Dr (Christopher - Cul De Sac),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.679438,-63.523063
CR180001,AT - Strategic Projects,Wanda Ln (Tobin - Mount Edward),New sidewalk,Roads & Active Transportation,Roads,(unspecified),2019,44.678195,-63.525276
CR180002,Sidewalk renewals,Albro Lake Rd N (Windmill - Wyse),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.676137,-63.588966
CR180002,Sidewalk renewals,Albro Lake Rd S (Wyse - Richmond),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.677214,-63.586758
CR180002,Sidewalk renewals,Ascot Ave S (Royal Pine - Joseph Howe),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.646003,-63.627404
CR180002,Sidewalk renewals,Auburn Dr N/S (Leander - Hirandale),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.687247,-63.484656
CR180002,Sidewalk Renewals,Clayton Park Dr N (Dunbrack - 111 Clayton Park),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.66041,-63.651671
CR180002,Sidewalk Renewals,Clayton Park Dr S (Dunbrack - Reed),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.660606,-63.651478
CR180002,Sidewalk Renewals,Forest Hills Pkwy E (Main - Cole Harbour Place),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.689756,-63.493816
CR180002,Sidewalk Renewals,Greenwood Ave E (Inglis - Belmont),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.63273,-63.585591
CR180002,Sidewalk Renewals,Greenwood Ave W (Inglis - Belmont),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.632727,-63.585401
CR180002,Sidewalk Renewals,Greenwood Ave W (Roxton - End),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.629385,-63.583952
CR180002,Sidewalk Renewals,Hampton Gree S (Caldwell - Colby),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.668832,-63.494416
CR180002,Sidewalk renewals,Main Rd E (Cow Bay - 30 m N of Myers),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.615819,-63.499286
CR180002,Sidewalk Renewals,Main Rd W (Twin - Cow Bay),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.612001,-63.492509
CR180002,Sidewalk Renewals,Marlborough Ave E (Inglis - Belmont),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.633096,-63.584443
CR180002,Sidewalk Renewals,Marlborough Ave W (Belmon - Inglis),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.63304,-63.584595
CR180002,Sidewalk Renewals,Quarry Rd E (St Margaret's Bay - Edgehill),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.636314,-63.631214
CR180002,Sidewalk Renewals,Roxton Rd N (Bellevue - Greenwood),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.630017,-63.584886
CR180002,Sidewalk Renewals,Royal Pine Ave N (Parkdale - Somerset),Sidewalk renewals,Roads & Active Transportation,Roads,(unspecified),2019,44.646268,-63.626008
