"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"005964","Eating Establishment","The Flying Apron Cookery","3 Summerville Wharf RD","Summerville","NS","B0N 2K0","3 Summerville Wharf RD
Summerville, NS B0N 2K0
(45.10021, -64.17106)"
"005965","Special Premises","Unbowlievable Lanes","11 Strike LN","Musquodoboit Hbr.","NS","B0J 2L0","11 Strike LN
Musquodoboit Hbr., NS B0J 2L0
(44.7832, -63.17999)"
"005970","Special Premises","Sea Shore Volunteer Fire Department","4853 Highway 211","Bickerton West","NS","B0J 1A0","4853 Highway 211
Bickerton West, NS B0J 1A0
(45.10127, -61.73819)"
"005972","Eating Establishment","Baby Panda Asian Cuisine","467 King ST","Windsor","NS","B0N 2T0","467 King ST
Windsor, NS B0N 2T0
(44.99148, -64.13194)"
"005978","Eating Establishment","Jake's Diner","375 Main ST","Yarmouth","NS","B5A 1G1","375 Main ST
Yarmouth, NS B5A 1G1
(43.83724, -66.11987)"
"005979","Special Premises","Pajo's Bowling Alley","79 Victoria RD","Lunenburg","NS","B0J 2C0","79 Victoria RD
Lunenburg, NS B0J 2C0
(44.37664, -64.32243)"
"005980","Special Premises","Brunswick Bowling Lanes","80 Brunswick ST","Yarmouth","NS","B5A 2G5","80 Brunswick ST
Yarmouth, NS B5A 2G5
(43.84503, -66.11309)"
"005981","Eating Establishment","Kenny's Pizza Antigonish","26 College ST","Antigonish","NS","B2G 1X4","26 College ST
Antigonish, NS B2G 1X4
(45.62153, -61.99157)"
"005984","Special Premises","Astor Theatre","219 Main ST","Liverpool","NS","B0T 1K0","219 Main ST
Liverpool, NS B0T 1K0
(44.03883, -64.71533)"
"005985","Special Premises","Berwick & District Community Association","250 Veterans DR","Berwick","NS","B0P 1E0","250 Veterans DR
Berwick, NS B0P 1E0
(45.04476, -64.74309)"
"005986","Special Premises","The Flying Apron Cookery","3 Summerville Wharf RD","Summerville","NS","B0N 2K0","3 Summerville Wharf RD
Summerville, NS B0N 2K0
(45.10021, -64.17106)"
"005987","Special Premises","Avon Valley Bowling Lanes","120 Centennial DR","Windsor","NS","B0N 2T0","120 Centennial DR
Windsor, NS B0N 2T0
(44.99394, -64.12467)"
"005988","Eating Establishment","The Ship's Galley","156 Water ST","Shelburne","NS","B0T 1W0","156 Water ST
Shelburne, NS B0T 1W0
(43.76262, -65.32317)"
"005989","Lounge","The Ship's Galley","156 Water ST","Shelburne","NS","B0T 1W0","156 Water ST
Shelburne, NS B0T 1W0
(43.76262, -65.32317)"
"005992","Special Premises","Bowlarama (Dartmouth)","31 Atlantic ST","Dartmouth","NS","B2Y 4P4","31 Atlantic ST
Dartmouth, NS B2Y 4P4
(44.65157, -63.54407)"
"005994","Eating Establishment","Hojo's Japanese Cuisine","184 Wyse RD","Dartmouth","NS","B3A 1M9","184 Wyse RD
Dartmouth, NS B3A 1M9
(44.67257, -63.58159)"
"005996","Special Premises","Golfzon Sackville","512 Sackville DR","Lower Sackville","NS","B4C 2R8","512 Sackville DR
Lower Sackville, NS B4C 2R8
(44.76627, -63.68254)"
"006010","Eating Establishment","Obladee, A Wine Bar","1600 Barrington ST","Halifax","NS","B3J 1Z6","1600 Barrington ST
Halifax, NS B3J 1Z6
(44.64613, -63.57348)"
"006011","Lounge","Obladee, A Wine Bar","1600 Barrington ST","Halifax","NS","B3J 1Z6","1600 Barrington ST
Halifax, NS B3J 1Z6
(44.64613, -63.57348)"
"006013","Eating Establishment","King Lam Restaurant","39 Main ST","Bible Hill","NS","B2N 4G5","39 Main ST
Bible Hill, NS B2N 4G5
(45.36952, -63.2717)"
"006022","Eating Establishment","Lin Garden Restaurant","537 Hwy. 2","Elmsdale","NS","B2S 1A4","537 Hwy. 2
Elmsdale, NS B2S 1A4
(44.95712, -63.52115)"
"006024","Eating Establishment","Mizu All You Can Eat","644 Portland ST","Dartmouth","NS","B2W 2M3","644 Portland ST
Dartmouth, NS B2W 2M3
(44.67089, -63.52577)"
"006026","Lounge","ela! Greek Taverna","215 Chain Lake DR","Halifax","NS","B3S 1C9","215 Chain Lake DR
Halifax, NS B3S 1C9
(44.6535, -63.67857)"
"006031","Special Premises","Bowlarama (Spryfield)","16 Dentith RD","Spryfield","NS","B3R 2H9","16 Dentith RD
Spryfield, NS B3R 2H9
(44.61313, -63.61975)"
"006032","Special Premises","Port Medway Fire Department","66 Long Cove RD","Port Medway","NS","B0T 1K0","66 Long Cove RD
Port Medway, NS B0T 1K0
(44.1279, -64.57163)"
"006036","Eating Establishment","The Hole In The Wall Restaurant","23 Water ST","Windsor","NS","B0N 2T0","23 Water ST
Windsor, NS B0N 2T0
(44.99557, -64.1384)"
"006039","Club","Mulgrave Volunteer Fire Department","385 Murray ST","Mulgrave","NS","B0E 2G0","385 Murray ST
Mulgrave, NS B0E 2G0
(45.60902, -61.39575)"
"006044","Special Premises","The Peg","10653 Hwy, 2 ,RR#1","Debert","NS","B0M 1G0","10653 Hwy, 2 ,RR#1
Debert, NS B0M 1G0
(45.39226, -63.49528)"
"006048","Eating Establishment","Scratch Eats Catering","2392 Hwy. 206","Arichat","NS","B0E 1A0","2392 Hwy. 206
Arichat, NS B0E 1A0
(45.51118, -61.02403)"
"006053","Special Premises","Atlantic Funeral Home-Dartmouth","771 Main ST","Dartmouth","NS","B2W 3T9","771 Main ST
Dartmouth, NS B2W 3T9
(44.70057, -63.49392)"
"006055","Eating Establishment","Longfellow","11668 Highway #1","Grand Pre","NS","B0P 1M0","11668 Highway #1
Grand Pre, NS B0P 1M0
(45.10363, -64.30462)"
"006061","Eating Establishment","Bamboo Garden Restaurant","8690 Hwy.1","Meteghan Centre","NS","B0W 2K0","8690 Hwy.1
Meteghan Centre, NS B0W 2K0
(44.20275, -66.14185)"
"006063","Eating Establishment","La Piazza Resto & Cafe","6430 Chebucto RD","Halifax","NS","B3L 1L2","6430 Chebucto RD
Halifax, NS B3L 1L2
(44.64858, -63.60313)"
"006064","Eating Establishment","The Frolic & Folk Pub & Grill","4115 Highway 223","Iona","NS","B2C 1A3","4115 Highway 223
Iona, NS B2C 1A3
(45.94648, -60.81853)"
"006065","Lounge","The Frolic & Folk Pub & Grill","4115 Highway 223","Iona","NS","B2C 1A3","4115 Highway 223
Iona, NS B2C 1A3
(45.94648, -60.81853)"
"006067","Eating Establishment","Tom's Pizza Restaurant","466/464 Chebucto ST","Baddeck","NS","B0E 1B0","466/464 Chebucto ST
Baddeck, NS B0E 1B0
(46.09983, -60.75287)"
"006069","Special Premises","The Links at Brunello","120 Brunello BL","Timberlea","NS","B2T 0G9","120 Brunello BL
Timberlea, NS B2T 0G9
(44.6437, -63.72317)"
"006070","Special Premises","Planters Ridge Winery","1441 Church ST","Port Williams","NS","B0P 1T0","1441 Church ST
Port Williams, NS B0P 1T0
(45.11329, -64.4129)"
"006073","Eating Establishment","Bar Kismet Ltd.","2733 Agricola ST","Halifax","NS","B3K 4E2","2733 Agricola ST
Halifax, NS B3K 4E2
(44.65737, -63.59625)"
"006075","Special Premises","Avondale Sky Winery","80 Avondale Cross RD","Newport","NS","B0N 2A0","80 Avondale Cross RD
Newport, NS B0N 2A0
(45.02213, -64.12396)"
"006077","Special Premises","Grace Jollymore Joyce Arts Centre","31 Creamery RD","Tatamagouche","NS","B0K 1V0","31 Creamery RD
Tatamagouche, NS B0K 1V0
(45.57437, -63.12918)"
"006078","Special Premises","Cabot Cliffs Golf Course","39 Broad Cove","Inverness","NS","B0E 1N0","39 Broad Cove
Inverness, NS B0E 1N0
(46.22316, -61.31182)"
"006084","Eating Establishment","Beyond Pho Vietnamese Cuisine","5518 Spring Garden RD","Halifax","NS","B3J 1G6","5518 Spring Garden RD
Halifax, NS B3J 1G6
(44.64288, -63.5775)"
"006085","Eating Establishment","Golden Wu Restaurant","138 Arthur ST","Truro","NS","B2N 1Y1","138 Arthur ST
Truro, NS B2N 1Y1
(45.36165, -63.28204)"
"006086","Lounge","Mother's Pizza","5710 Young ST","Halifax","NS","B3K 1Z8","5710 Young ST
Halifax, NS B3K 1Z8
(44.66059, -63.60113)"
"006087","Eating Establishment","Angie's Family Restaurant","71 Main ST","Middleton","NS","B0S 1P0","71 Main ST
Middleton, NS B0S 1P0
(44.93466, -65.08433)"
"006088","Eating Establishment","Freemans Sackville","552 Sackville DR","Sackville","NS","B4C 2S2","552 Sackville DR
Sackville, NS B4C 2S2
(44.76692, -63.68404)"
"006089","Lounge","Freemans Sackville","552 Sackville DR","Sackville","NS","B4C 2S2","552 Sackville DR
Sackville, NS B4C 2S2
(44.76692, -63.68404)"
"006090","Eating Establishment","Lot Six Bar & Restaurant","1685 Argyle ST","Halifax","NS","B3J 2B5","1685 Argyle ST
Halifax, NS B3J 2B5
(44.64684, -63.57466)"
"006091","Lounge","Lot Six Bar & Restaurant","1685 Argyle ST","Halifax","NS","B3J 2B5","1685 Argyle ST
Halifax, NS B3J 2B5
(44.64684, -63.57466)"
"006092","Special Premises","Smith Rock Chalets","310 Fitzpatrick Mtn. RD","Scotsburn","NS","B0K 1R0","310 Fitzpatrick Mtn. RD
Scotsburn, NS B0K 1R0
(45.64369, -62.87823)"
"006093","Eating Establishment","Moxie's Grill /Bar","182 Chain Lake DR","Bayers Lake","NS","B3S 1C5","182 Chain Lake DR
Bayers Lake, NS B3S 1C5
(44.64746, -63.6726)"
"006094","Lounge","Moxie's Grill /Bar","182 Chain Lake DR","Bayers Lake","NS","B3S 1C5","182 Chain Lake DR
Bayers Lake, NS B3S 1C5
(44.64746, -63.6726)"
"006095","Special Premises","Breton Brewing Co.","364 Keltic DR","Sydney","NS","B1R 1V7","364 Keltic DR
Sydney, NS B1R 1V7
(46.11796, -60.23378)"
"006100","Eating Establishment","Sapori Italian Street Food","1741 Lower Water ST","Halifax","NS","B3J 0J2","1741 Lower Water ST
Halifax, NS B3J 0J2
(44.64832, -63.57179)"
"006103","Eating Establishment","Fat Tony's Bar & Grill","9 Water ST","Pictou","NS","B0K1HO","9 Water ST
Pictou, NS B0K1HO
(45.6761, -62.70938)"
"006104","Lounge","Fat Tony's Bar & Grill","9 Water ST","Pictou","NS","B0K1HO","9 Water ST
Pictou, NS B0K1HO
(45.6761, -62.70938)"
"006105","Eating Establishment","Seven Bays Bouldering","2019 Gottingen ST","Halifax","NS","B3K 3B1","2019 Gottingen ST
Halifax, NS B3K 3B1
(44.65087, -63.58166)"
"006106","Lounge","Seven Bays Bouldering","2019 Gottingen ST","Halifax","NS","B3K 3B1","2019 Gottingen ST
Halifax, NS B3K 3B1
(44.65087, -63.58166)"
"006108","Eating Establishment","You Like It Chinese Restaurant","301 Main ST","Dartmouth","NS","B2X 1T4","301 Main ST
Dartmouth, NS B2X 1T4
(44.68616, -63.52181)"
"006109","Special Premises","The Villages of Mountain Gap Resort","217 Highway 1","Smiths Cove","NS","B0S 1S0","217 Highway 1
Smiths Cove, NS B0S 1S0
(44.60767, -65.72878)"
"006110","Special Premises","East Dartmouth Community Centre","50 Caledonia RD","Dartmouth","NS","B2X 1K8","50 Caledonia RD
Dartmouth, NS B2X 1K8
(44.68764, -63.53139)"
"006111","Special Premises","North Queens Fire Multi-Purpose Centre","9793 Highway#8","Caledonia","NS","B0T 1B0","9793 Highway#8
Caledonia, NS B0T 1B0
(44.37599, -65.02812)"
"006113","Eating Establishment","Patrick's Island Bistro","696 Big Tancook Island RD","Big Tancook Island","NS","B0J 3G0","696 Big Tancook Island RD
Big Tancook Island, NS B0J 3G0
(44.46498, -64.16923)"
"006114","Club","Senobe Aquatic Club","6 Nowlan ST","Dartmouth","NS","B2Y 2Z4","6 Nowlan ST
Dartmouth, NS B2Y 2Z4
(44.67466, -63.56124)"
"006115","Eating Establishment","Jigg's","10157 Grenville ST","St. Peter's","NS","B0E 3B0","10157 Grenville ST
St. Peter's, NS B0E 3B0
(45.65538, -60.8649)"
"006117","Eating Establishment","Punta Cana Taste","6021 Cunard ST","Halifax","NS","B3K 1E5","6021 Cunard ST
Halifax, NS B3K 1E5
(44.65068, -63.59306)"
"006118","Eating Establishment","Hux Bar & Bistro","1533 Barrington ST","Halifax","NS","B3J 1Z4","1533 Barrington ST
Halifax, NS B3J 1Z4
(44.64484, -63.57285)"
"006120","Special Premises","Atlantic Funeral Home~Sackville","1110 Old Sackville RD","Middle Sackville","NS","B4E 3A6","1110 Old Sackville RD
Middle Sackville, NS B4E 3A6
(44.78071, -63.71416)"
"006122","Lounge","Troy Lounge","12 Elm AV","Wolfville","NS","B4P 1Z9","12 Elm AV
Wolfville, NS B4P 1Z9
(45.09211, -64.36388)"
"006125","Eating Establishment","East Side Mario's, Sydney","800 Grand Lake RD","Sydney","NS","B1P 6S9","800 Grand Lake RD
Sydney, NS B1P 6S9
(46.14655, -60.13816)"
"006126","Lounge","East Side Mario's, Sydney","800 Grand Lake RD","Sydney","NS","B1P 6S9","800 Grand Lake RD
Sydney, NS B1P 6S9
(46.14655, -60.13816)"
"006128","Eating Establishment","Groundswell Guest House","3283 Hwy #320","D'Escousse","NS","B0E 1K0","3283 Hwy #320
D'Escousse, NS B0E 1K0
(45.5881, -60.96399)"
"006129","Lounge","Groundswell Guest House","3283 Hwy #320","D'Escousse","NS","B0E 1K0","3283 Hwy #320
D'Escousse, NS B0E 1K0
(45.5881, -60.96399)"
"006130","Special Premises","Mudwraps to Manicures","1083 Bedford Hwy.","Halifax","NS","B4A 1B7","1083 Bedford Hwy.
Halifax, NS B4A 1B7
(44.71899, -63.67341)"
"006131","Special Premises","Atlantic Funeral Home~Bayers Road","6552 Bayers RD","Halifax","NS","B3L 2B3","6552 Bayers RD
Halifax, NS B3L 2B3
(44.65254, -63.61361)"
"006134","Special Premises","Sou'wester In The City Restaurant & Social","27 Dellridge LN","Bedford","NS","B4A 0H1","27 Dellridge LN
Bedford, NS B4A 0H1
(44.70175, -63.68768)"
"006135","Eating Establishment","Sou'wester In The City Restaurant & Social","27 Dellridge LN","Bedford","NS","B4A 0H1","27 Dellridge LN
Bedford, NS B4A 0H1
(44.70175, -63.68768)"
"006136","Lounge","Sou'wester In The City Restaurant & Social","27 Dellridge LN","Bedford","NS","B4A 0H1","27 Dellridge LN
Bedford, NS B4A 0H1
(44.70175, -63.68768)"
"006137","Beverage Room","Unfiltered Drinking ""Charm School""","6041 North ST","Halifax","NS","B3K 1P1","6041 North ST
Halifax, NS B3K 1P1
(44.65403, -63.59579)"
"006139","Eating Establishment","Good Robot Brewing Company","2736 Robie ST","Halifax","NS","B3K 4P2","2736 Robie ST
Halifax, NS B3K 4P2
(44.65664, -63.59772)"
"006140","Eating Establishment","Black Sheep Restaurant","1496 Lower Water ST","Halifax","NS","B3J 1R9","1496 Lower Water ST
Halifax, NS B3J 1R9
(44.64432, -63.56985)"
"006142","Lounge","Black Sheep Restaurant","1496 Lower Water ST","Halifax","NS","B3J 1R9","1496 Lower Water ST
Halifax, NS B3J 1R9
(44.64432, -63.56985)"
"006143","Special Premises","Digby Curling Centre","27 Shreve ST","Digby","NS","B0V 1A0","27 Shreve ST
Digby, NS B0V 1A0
(44.61884, -65.76805)"
"006144","Eating Establishment","Mary's African Cuisine","1701 Barrington ST","Halifax","NS","B3J 2A4","1701 Barrington ST
Halifax, NS B3J 2A4
(44.64732, -63.5741)"
"006145","Special Premises","Luckett Vineyards","1293 Grand Pre RD","Wolfville","NS","B4P 0K7","1293 Grand Pre RD
Wolfville, NS B4P 0K7
(45.07194, -64.29565)"
"006146","Eating Establishment","Kizuna Fine Japanese Cuisine","2841 Hwy.1","Church Point","NS","B0W 1M0","2841 Hwy.1
Church Point, NS B0W 1M0
(44.37369, -66.07656)"
"006147","Eating Establishment","The Noodle Guy","964 Hwy.358 .","Port Williams","NS","B0P 1T0","964 Hwy.358 .
Port Williams, NS B0P 1T0
(45.09557, -64.40836)"
"006148","Eating Establishment","The Millstone Public House","250 Baker DR","Dartmouth","NS","B2W 6L4","250 Baker DR
Dartmouth, NS B2W 6L4
(44.65684, -63.53098)"
"006149","Lounge","The Millstone Public House","250 Baker DR","Dartmouth","NS","B2W 6L4","250 Baker DR
Dartmouth, NS B2W 6L4
(44.65684, -63.53098)"
"006151","Eating Establishment","St. Louis Bar & Grill","547 Portland ST","Dartmouth","NS","B2Y 4B1","547 Portland ST
Dartmouth, NS B2Y 4B1
(44.67153, -63.53848)"
"006152","Lounge","St. Louis Bar & Grill","547 Portland ST","Dartmouth","NS","B2Y 4B1","547 Portland ST
Dartmouth, NS B2Y 4B1
(44.67153, -63.53848)"
"006153","Eating Establishment","Exit5ive Pub and Restaurant","4120 Highway #1","Garlands Crossing","NS","B0N 2T0","4120 Highway #1
Garlands Crossing, NS B0N 2T0
(44.97588, -64.11157)"
"006154","Lounge","Exit5ive Pub and Restaurant","4120 Highway #1","Garlands Crossing","NS","B0N 2T0","4120 Highway #1
Garlands Crossing, NS B0N 2T0
(44.97588, -64.11157)"
"006155","Eating Establishment","Naan Sense","644 Portland ST","Dartmouth","NS","B2W 2M3","644 Portland ST
Dartmouth, NS B2W 2M3
(44.67089, -63.52577)"
"006158","Eating Establishment","Wild Leek Food and Juice Bar","2156 Windsor ST","Halifax","NS","B3K 5B6","2156 Windsor ST
Halifax, NS B3K 5B6
(44.64954, -63.59458)"
"006160","Special Premises","Highland Quality Productions Incorporated","40 Bentinck ST","Sydney","NS","B1P 1G2","40 Bentinck ST
Sydney, NS B1P 1G2
(46.13879, -60.19383)"
"006162","Eating Establishment","Heng Fung Restaurant","179 Wyse RD","Dartmouth","NS","B3A 1M8","179 Wyse RD
Dartmouth, NS B3A 1M8
(44.67268, -63.58229)"
"006163","Eating Establishment","Joe's Pizzeria and Italian Fare","324 Commercial ST","North Sydney","NS","B2A 1C2","324 Commercial ST
North Sydney, NS B2A 1C2
(46.21033, -60.24756)"
"006168","Eating Establishment","Highwayman Restaurant & Bar","1673 Barrington ST","Halifax","NS","B3J 1Z9","1673 Barrington ST
Halifax, NS B3J 1Z9
(44.64689, -63.57387)"
"006169","Lounge","Highwayman Restaurant & Bar","1673 Barrington ST","Halifax","NS","B3J 1Z9","1673 Barrington ST
Halifax, NS B3J 1Z9
(44.64689, -63.57387)"
"006170","Special Premises","The Barn at the Normaway Inn","691 Egypt RD","Margaree Valley","NS","B0E 2C0","691 Egypt RD
Margaree Valley, NS B0E 2C0
(46.33703, -60.95227)"
"006172","Eating Establishment","A Bite of Asia Inc.","80 Dorchester ST","Sydney","NS","B1P 5Z1","80 Dorchester ST
Sydney, NS B1P 5Z1
(46.14132, -60.19446)"
"006173","Eating Establishment","Ugly Mug Cafe & Emporium","1290 Kings RD","Sydney","NS","B1S 1E1","1290 Kings RD
Sydney, NS B1S 1E1
(46.10749, -60.22497)"
"006174","Special Premises","Greenfield & District Fire Department","4960 Medway River RD","Greenfield","NS","B0T 1E0","4960 Medway River RD
Greenfield, NS B0T 1E0
(44.27229, -64.84566)"
"006176","Eating Establishment","Eliot & Vine","2307 Clifton ST","Halifax","NS","B3K 4T9","2307 Clifton ST
Halifax, NS B3K 4T9
(44.65082, -63.5935)"
"006177","Beverage Room","Timber Lounge","16 Portland ST","Dartmouth","NS","B2Y 1G9","16 Portland ST
Dartmouth, NS B2Y 1G9
(44.66453, -63.56789)"
"006180","Special Premises","Meadowview Development Association","8464 Brooklyn ST","Kentville","NS","B4N 4G8","8464 Brooklyn ST
Kentville, NS B4N 4G8
(45.0834, -64.50881)"
"006183","Club","Whycocomagh Waterfront Centre Association","9650 Trans Canada HY","Whycocomagh","NS","B0E 3M0",
"006184","Eating Establishment","Mirchi Tandoor","5232 Blowers ST","Halifax","NS","B3J 1J7","5232 Blowers ST
Halifax, NS B3J 1J7
(44.64506, -63.57393)"
"006185","Eating Establishment","The Wheelhouse Seafood & Pasta","3334 Highway #1","Belliveau's Cove","NS","B0W 1M0","3334 Highway #1
Belliveau's Cove, NS B0W 1M0
(44.39099, -66.05948)"
"006187","Eating Establishment","Stubborn Goat Beer Garden","1597 Lower Water ST","Halifax","NS","B3J 3P6","1597 Lower Water ST
Halifax, NS B3J 3P6
(44.64654, -63.56992)"
"006188","Eating Establishment","The Barrington Steakhouse & Oyster Bar","1662 Barrington ST","Halifax","NS","B3J 2A2","1662 Barrington ST
Halifax, NS B3J 2A2
(44.64669, -63.57377)"
"006189","Lounge","The Barrington Steakhouse & Oyster Bar","1662 Barrington ST","Halifax","NS","B3J 2A2","1662 Barrington ST
Halifax, NS B3J 2A2
(44.64669, -63.57377)"
"006191","Eating Establishment","Crows Nest-Digby","40 Water ST","Digby","NS","B0V 1A0","40 Water ST
Digby, NS B0V 1A0
(44.62379, -65.7565)"
"006192","Lounge","Jamieson's Irish House & Grill","5 Cumberland DR","Dartmouth","NS","B2V 2T6","5 Cumberland DR
Dartmouth, NS B2V 2T6
(44.6706, -63.49024)"
"006193","Eating Establishment","The Dart Gallery & Picnic at Dart","127 Portland ST","Dartmouth","NS","B2Y 1H8","127 Portland ST
Dartmouth, NS B2Y 1H8
(44.66673, -63.56536)"
"006196","Special Premises","Wedgeport Tuna Museum","57 Tuna Wharf RD","Wedgeport","NS","B0W 2B0","57 Tuna Wharf RD
Wedgeport, NS B0W 2B0
(43.71224, -65.98321)"
"006199","Special Premises","Alexander Graham Bell Museum","559 Chebucto ST","Baddeck","NS","B0E 1B0","559 Chebucto ST
Baddeck, NS B0E 1B0
(46.10368, -60.74621)"
"006201","Eating Establishment","Carolyn's Cafe and Crafts","656 Tancook Island RD","Big Tancook Island","NS","B0J 3G0","656 Tancook Island RD
Big Tancook Island, NS B0J 3G0
(44.46333, -64.17057)"
"006202","Eating Establishment","Rudy and Olive's Fish and Chips","793 Bedford HY","Bedford","NS","B4A 1A4","793 Bedford HY
Bedford, NS B4A 1A4
(44.70919, -63.66754)"
"006203","Special Premises","Sip @ Sea","58 Water ST","Yarmouth","NS","B5A 1K9","58 Water ST
Yarmouth, NS B5A 1K9
(43.83335, -66.12222)"
"006204","Eating Establishment","Dilly Dally Coffee Cafe","6100 Quinpool RD","Halifax","NS","B3L 1A1","6100 Quinpool RD
Halifax, NS B3L 1A1
(44.64653, -63.59322)"
"006206","Eating Establishment","Boston Pizza Truro","68 Robie ST","Truro","NS","B2N 1L2","68 Robie ST
Truro, NS B2N 1L2
(45.36648, -63.31412)"
"006207","Lounge","Boston  Pizza Truro","68 Robie ST","Truro","NS","B2N 1L2","68 Robie ST
Truro, NS B2N 1L2
(45.36648, -63.31412)"
"006207","Lounge","Boston  Pizza Truro","68 Robie ST","Truro","NS","B2N 1L2","68 Robie ST
Truro, NS B2N 1L2
(45.36648, -63.31412)"
"006210","Eating Establishment","Stillwell","5688 Spring Garden RD","Halifax","NS","B3J 1H5","5688 Spring Garden RD
Halifax, NS B3J 1H5
(44.64237, -63.57942)"
"006211","Lounge","Stillwell","5688 Spring Garden RD","Halifax","NS","B3J 1H5","5688 Spring Garden RD
Halifax, NS B3J 1H5
(44.64237, -63.57942)"
"006214","Special Premises","Wayfarers' Ale Ltd.","1116 Kars ST","Port Williams","NS","B0P 1T0","1116 Kars ST
Port Williams, NS B0P 1T0
(45.09637, -64.40657)"
"006216","Eating Establishment","Nelly's Delight Grill & Dairy Bar","8890 Highway 6","West Pugwash","NS","B0K 1L0","8890 Highway 6
West Pugwash, NS B0K 1L0
(45.85083, -63.69541)"
"006217","Eating Establishment","Harbour House Ales and Spirits","41 Coleraine ST","Pictou","NS","B0K 1H0","41 Coleraine ST
Pictou, NS B0K 1H0
(45.67532, -62.70858)"
"006219","Lounge","Harbour House Ales and Spirits","41 Coleraine ST","Pictou","NS","B0K 1H0","41 Coleraine ST
Pictou, NS B0K 1H0
(45.67532, -62.70858)"
"006222","Eating Establishment","Naru Japanese Restaurant","216 Bentinck ST","Sydney","NS","B1P 1G8","216 Bentinck ST
Sydney, NS B1P 1G8
(46.13501, -60.19269)"
"006223","Eating Establishment","The Golden Fortune Restaurant","189 Herring Cove RD","Halifax","NS","B3P 1K9","189 Herring Cove RD
Halifax, NS B3P 1K9
(44.62517, -63.61737)"
"006230","Special Premises","Milford House Properties","5296 Highway #8","South Milford","NS","B0S 1A0","5296 Highway #8
South Milford, NS B0S 1A0
(44.57293, -65.39926)"
"006231","Eating Establishment","The Brown Hound Pub","2394 Agricola ST","Halifax","NS","B3K 4B9","2394 Agricola ST
Halifax, NS B3K 4B9
(44.65282, -63.58989)"
"006237","Eating Establishment","Sushi Nami Royale","827 Bedford Hwy.","Bedford","NS","B4A 0J1","827 Bedford Hwy.
Bedford, NS B4A 0J1
(44.71066, -63.67029)"
"006238","Special Premises","Baile-Mor Salonspa Ltd.","143 Main ST","Antigonish","NS","B2G 2B6","143 Main ST
Antigonish, NS B2G 2B6
(45.62343, -61.98671)"
"006241","Special Premises","Halifax Distilling Co.","1668 Lower Water ST","Halifax","NS","B3J 1S1","1668 Lower Water ST
Halifax, NS B3J 1S1
(44.64725, -63.57119)"
"006243","Special Premises","Heatherton Community Center","42 Summerside RD","Heatherton","NS","B0H 1R0","42 Summerside RD
Heatherton, NS B0H 1R0
(45.58965, -61.7901)"
"006248","Eating Establishment","Yoka Restaurant","911 Prince ST","Truro","NS","B2N 1H6","911 Prince ST
Truro, NS B2N 1H6
(45.36433, -63.2739)"
"006250","Eating Establishment","Bai Wei Grill Bar","1075 Queen ST","Halifax","NS","B3H 2R8","1075 Queen ST
Halifax, NS B3H 2R8
(44.63684, -63.57292)"
"006251","Eating Establishment","Station Six","247 Herring Cove RD","Halifax","NS","B3P 1L6","247 Herring Cove RD
Halifax, NS B3P 1L6
(44.62032, -63.61724)"
"006253","Eating Establishment","Mappatura Bistro","5883 Spring Garden RD","Halifax","NS","B3H 4S3","5883 Spring Garden RD
Halifax, NS B3H 4S3
(44.64112, -63.5841)"
"006254","Eating Establishment","USTA Turkish & Mediterranean Restaurant","635 Portland Hills DR","Dartmouth",,"B2W 0J7","635 Portland Hills DR
Dartmouth,  B2W 0J7
(44.66943, -63.50732)"
"006262","Club","Beaver Bank Kinsac Lions Club","40 Sandy Lake RD","Beaver Bank","NS","B4G 1E4","40 Sandy Lake RD
Beaver Bank, NS B4G 1E4
(44.87497, -63.69629)"
"006264","Eating Establishment","Rack & Cue Snooker Club Limited","334 Stewart ST","New Glasgow","NS","B2H 2R4","334 Stewart ST
New Glasgow, NS B2H 2R4
(45.58446, -62.64668)"
"006265","Lounge","Rack & Cue Snooker Club Limited","334 Stewart ST","New Glasgow","NS","B2H 2R4","334 Stewart ST
New Glasgow, NS B2H 2R4
(45.58446, -62.64668)"
"006268","Beverage Room","2 Crows Brewing Co.","1932 Brunswick ST","Halifax","NS","B3J 2G7","1932 Brunswick ST
Halifax, NS B3J 2G7
(44.64989, -63.5784)"
"006272","Special Premises","Membertou Sport & Wellness Centre","95 Maillard ST","Membertou","NS","B1S 3W4",
"006274","Eating Establishment","The Canteen on Portland","22 Portland ST","Dartmouth","NS","B2Y 1G9","22 Portland ST
Dartmouth, NS B2Y 1G9
(44.66467, -63.56773)"
"006278","Eating Establishment","Gangnam Korean BBQ","1261 Barrington ST","Halifax","NS","B3J 1Y2","1261 Barrington ST
Halifax, NS B3J 1Y2
(44.64119, -63.57098)"
"006279","Eating Establishment","Colleen's Pub & Grill","200 Waverley RD","Dartmouth","NS","B2X 3C1","200 Waverley RD
Dartmouth, NS B2X 3C1
(44.69295, -63.54625)"
"006280","Lounge","Colleen's Pub & Grill","200 Waverley RD","Dartmouth","NS","B2X 3C1","200 Waverley RD
Dartmouth, NS B2X 3C1
(44.69295, -63.54625)"
"006281","Eating Establishment","The Turtleback Tap & Grill","3187 Hwy #2","Fall River","NS","B2T 1K6","3187 Hwy #2
Fall River, NS B2T 1K6
(44.81396, -63.60985)"
